id,text,target
1503,i was feeling brave tonight so i decided to go for my nd attempt at a vlog,2
1504,i was feeling melancholy on a cloudy rainy lonely easter sunday,5
1505,i now feel like i look really ugly some people think i look retarted,5
1506,i already feel it is for the bursts and hesitations of last year to mellow into engaged and rhythmic hops forward like his,2
1507,i feel petty for saying shes fucked up because technically she doesnt have to get me a gift,0
1508,i feel like it here are ten of the many sites that keep me entertained on a daily basis,2
1509,i don t care what sort of bs lifestyle you think you live everyone wants to fit in and feel accepted,2
1510,i was having a horrible day and decided i would only feel better if i didnt have red hair anymore so i immedietly went to wal mart and found a box of hair color with the description soft dark brown,2
1511,i go to little tiny andover and take a walk at night i feel absolutely terrified,1
1512,i really like it a lot and think its a great fit for me and i love talking to the patients and trying to help them feel less nervous or at least that someone cares about them for a few minutes,1
1513,i love that she doesnt always feel brave,2
1514,i live out number two definition which is that i have already had trouble engaging in the evening so now i am feeling as if the reason the aim for which i did this was not achieved and i am now unsuccessful,5
1515,i was feeling pretty impressed with myself,4
1516,i feel whos work is worthwhile in this world and actually makes me cry,2
1517,i love autumn and everything that comes with it although i feel i am getting excited for christmas way too early this year me and my friends including a href http andthenwear,2
1518,my girlfriend sent me a letter with a shiny picture in it,2
1519,i worked today on writing and making sure the rest of the house was as perfect as i could make it to feel our own peaceful sense of order pm linda writing always makes you feel better and accomplished too,2
1520,im not feeling joyful or spiritually fit,2
1521,i do feel jaded very often,5
1522,i feel grouchy or short tempered then the guilt kicks in,0
1523,i feel like any time anyone gets into the ring with him they are so intimidated by his arms and legs they dont even really try,1
1524,i feel hateful of myself for being alone,0
1525,i feel highly burdened and incapacitated by my stupid flaring legs,5
1526,i feel fabulous,2
1527,i would watch him and feel frustrated he didn t realize that fifteen feet away was the ocean the freaking wave crashing covering the majority of the earth ocean,0
1528,i find them downright amusing but other times i feel slugged in that vulnerable spot knowing that i ll never have a daughter,1
1529,i feel there is really no point in me loving him after getting to know his true color,3
1530,i can wear anything and not feel bad,5
1531,i definitely feel like hot stuff strutting down the road in it a href http,3
1532,i feel style of charming creepy macabre drinks the fountain,2
1533,i feel abit hopeless at times man darn itttt,5
1534,i feel some control over caring for the little ones finances future decisions family tensions tough friendships you name it,3
1535,i definitely recommend this for anyone who is feeling depressed or anxious,5
1536,i feel like im still just caught in the rat race living a morally acceptable life without actually doing anything to serve you or live from a fire consuming heart,2
1537,i feel awfully blessed,2
1538,i am feeling a little less delicate i will attempt to clean up this hovel,3
1539,when my beloved grandfather died,5
1540,i feel my heart is in your hands your love is all that i demand so give me a chance to show you sweet romance a href http creativecommons,3
1541,im happy to have this in my kitchen but it feels like someone rushed this out and cut corners,0
1542,i feel tat all of us in this world are clever just depending on how u are born if u are born to be errrr not good but it will still would have some good things that u have it just that u dun realise it lol i noe its quite lame hope no one have read it img src http shared,2
1543,i do not believe there is any child that deep in the depths of their soul does not feel a longing for their mother,3
1544,i feel like this another one of the more underrated records on the album not going to be the most popular but an amazing record nonetheless,2
1545,i feel doubtful even when i am struggling a bit with my faith even when times seem dark or i feel alone i know that god is with me,1
1546,i feel awful that these thoughts are running around in my head but i can t help it,5
1547,i feel inside of me that it was not in vain,5
1548,i feel overwhelmed and humbled but i am alive to keep slugging and i m grateful for the chance,4
1549,i keep feeling that sometimes one just has to fake it till they make it,5
1550,i didn t feel smug as i added the hardships of the last five years and rounded off the sum to a nice even number,2
1551,i normally associate with a tough workout moving from side to side in bed has become more of an effort my sleep is pretty interrupted and uncomfortable in general although much better with the aid of a benadryl and there are times when i feel like i could never be energetic again,2
1552,i just naturally feel like i m a better player,2
1553,i feel angered by this,0
1554,i go into work when im feeling low ill only feel worse all or nothing thinking e,5
1555,i feel fantastic and i find that i have a renewed sense of strength and endurance,2
1556,i know someone who needs to feel respected above all else who maybe deep down worries hes not worthy of that respect because hes insecure about where he comes from,2
1557,i have found this site to be a huge help to keep my in the moment when im feeling stressed or missing drinking,5
1558,i feel that there is something valuable about herzog s study particularly as it relates to the idea of art and media influencing society and culture,2
1559,i can sit out on my deck and soak up warmth and sun and sometimes it feels ok that the world is still standing even though i am not,2
1560,i think i might be lacking in judgment about what matters and what doesnt but why do i feel like this is just going to go away in the most unfortunate regretful way possible,5
1561,i turn feeling ridiculously awkward and very self conscious to face zayne,5
1562,i want to feel energetic again and when i do just that bit of exercise every day be it minutes i feel more awake energized and more focused,2
1563,i feel fucked is available to pre order from a href http churchoffuck,0
1564,i already feel myself becoming more casual in my fandom,2
1565,i kept doing research on bathroom renovations and all that research just resulted in me feeling more confused than ever about to how to go about tackling what to me felt like a mammoth task,1
1566,i can be as kind as an angel but sometimes i can also be as mean as a devil i used to use harsh words when i feel irritated,0
1567,i want to feel and maybe something i am feeling convinced myself of the nvm state of mind i am in after due deliberations,2
1568,im a firm believer that nothing makes a woman feel much more terrific than a great trip to the salon to lift her spirits a bit,2
1569,i always feel invigorated while listening to her that we can win this war against predatory school deform,2
1570,i an asylum seeker who i don t know how they live in this country without feeling assaulted,1
1571,i often feel that i m being submissive by not being open and honest about my desires and needs on a regular basis,5
1572,i feel the calm,2
1573,ive been feeling reluctant intermittent and lacklustre to pen my thoughts down,1
1574,i feel very numb at the moment,5
1575,i think i am still feeling a little groggy from that,5
1576,i feel like im a violent mother,0
1577,i sure feel sorry for what happened to your friend diego he was your friend right,5
1578,i write this i still have that vaguely spacy feeling and im not sure ill be an effective human being,2
1579,i were to ever get married i d have everything ready to offer to him because i ve got it together and when i do go out to clubs even the perfect good looking guys feel intimated after talking to me about my clever self,2
1580,i feel like i cant take it anymore i told my boyfriend and he is furious,0
1581,ive found myself feeling low and at other times sad,5
1582,i woke up feeling pretty rotten from the weekend this morning even though yesterday i felt fine,5
1583,i am nauseous and dizzy and feel all gloomy or at least not attached to my body anymore,5
1584,i have been struggling with this feeling of being damaged,5
1585,i am not in general feeling particularly virtuous this month,2
1586,im feeling adventurous and my laundry hamper,2
1587,i feel blessed to have had years with him and i am thankful for all i learned from him,2
1588,i still pretty much feel ashamed and i m certain i m disappointed in my weaknesses i know for fact i am angry and upset and that s just for one situation,5
1589,i feel less valued cause i dont look good,2
1590,i can feel their joy and excitement for the opportunity to receive these vital ordinances,2
1591,i feel that phrase implies a calm orderly procession in which i would remove the refuse from my,2
1592,i can eat but allow myself one naughty item of my choice to avoid feeling deprived,5
1593,i proclaim to have lost a bit of my sanity and feel so shaky,1
1594,i am feeling rather delicate due to alot of white wine and a considerable amount of dancing one of my best friends ended up in a amp e due to a fractured wrist caused by excessive dancing,3
1595,i was told to do it continues and the fact i feel fear frightened correction terrified of what is next,1
1596,i feel uncomfortable with the fact i am so powerless at the moment,1
1597,as a child i suffered of nightmares even since than,1
1598,i feel resentful and really work that resentment until i blow up,0
1599,i just feel so fucked up these days,0
1600,i worked out monday and tuesday but i was feeling so crappy on wednesday that i went home and decided to make it a rest day,5
1601,i feel that each point is equally important than each,2
1602,i spent all day the other day feeling very morose because every once in awhile it would hit me that hilmari is dead,5
1603,i feel so gloomy this independence day,5
1604,i feel almost embarrassed at my own contribution because its ridiculously unsophisticated and it is pretty much immune to alteration by any of the things that are happening here,5
1605,i am in no way complaining or whining or feeling ungrateful,5
1606,i am very fascinated by it and don t feel so uptight by the many challenges life has because of it,1
1607,i feel better now,2
1608,i dont know what crazy girl i think her name was katja does for a living i feel like she should just do what i do in real life and be some sort of disheartened disallusioned clerk,5
1609,i want to feel like i m reading something worthwhile,2
1610,i felt low at this point with missing people i know and i love but feeling helpless to do it,1
1611,i remember that beauty truly is in the eye of the beholder people see the beautiful compliment as a statement of how valuable they find that person and people don t want to kick someone when they are feeling vulnerable,1
1612,i am thinking about everyones future and not my own i feel so alone useless and am wondering what the hell am i doing wrong that i only feel like a roommate and nothing else,5
1613,i know they mean no harm but i cant help but feel offended,0
1614,i feel i was intimidated by the college and people at home,1
1615,i feel like i m in a band that broke up without telling me and now i am fighting to keep everyone together even though they want no part in it,5
1616,ive been having trouble sleeping my anxiety is causing my social life to suffer i lack the motivation that used to drive me work is quickly becoming a chore where i was once satisfied and i feel dull and uninteresting,5
1617,i feel like reading anansi boys again its gorgeous,2
1618,i feel so violent but im a paper tiger,0
1619,i feel a bit ashamed that its taken us nearly a month to build this thing but with nathans crazy work schedule and my limited abilities with power tools we were only able to work on it for short spurts at a time,5
1620,i feel useless standing on the sidelines like a wet lettuce while someone does something i am quite capable of,5
1621,im feeling the need to mellow out i find something on the ipod that suits me or when im ready to pump it up ive always got a go to tune or two to get me reved up,2
1622,i feel like i have been emotionally beaten to a pulp,5
1623,i go to my son s conference next week and i am already feeling nervous and apprehensive,1
1624,i feel disgusted at him and at myself for having been with him and continuing to be something he wants in his life,0
1625,i was intensely conscious of how much cash i had left in my gas and food envelope and i still have what i intended to save for next week which helps me not feel so stressed and scared,0
1626,i feel all mellow and calm,2
1627,im feeling a little more adventurous,2
1628,i just feel really lame,5
1629,i leave them i feel invigorated,2
1630,i have made a few sets of his and hers wedding rings recently and i always feel so honored to be asked to make what is probably the most personal piece of jewellery that anyone ever buys,2
1631,i was pregnant with my first i remember thinking a lot that i didn t have to feel so sentimental about the time passing so quickly because there would be another pregnancy yes i am one of those crazy people that loves being pregnant,5
1632,i needed supportive caring understanding loving he made me feel i broke up with him because despite it all i could tell he was stressed and whatever place i held in his heart before i no longer kept,5
1633,i like that these type of assumptions because it makes me feels a bit more positive,2
1634,i just sort of feel lame in comparison to other bloggers,5
1635,i chose to share that little personal snippet in my phone because i know i m not the only one that feels this way and i know i m not the only one that was petrified to face it,1
1636,i remember a totally different feel having been a faithful dukes watcher growing up,2
1637,ive found myself at the other end of it all i feel like i missed out on winter,5
1638,i have been feeling discouraged lately but a quick visit from my sister and nephew this weekend definitely cheered me up,5
1639,i am feeling sorry for myself because someone made fun of my outfit,5
1640,i feel uncertain and not entirely safe,1
1641,i feel like the audience is smart enough and knows the characters well enough to figure out who were reading,2
1642,im feeling so sally field like these days surprised by all the love and always with a brown mop of hair atop my head,4
1643,i feel so regretful for things i cannot remember because i was so drunk,5
1644,i feel like im not being the joyful me maybe its the hormones just act like how you feel never lie to yourself,2
1645,i feel the moment that i know im real they judge without supporting facts ive cut there is no going back,3
1646,i feel are chased away by the friendly hand that clutched mine,2
1647,i am feeling a little grumpy but that could be pms too,0
1648,i bore my testimony that listening is one of the most important things we can do and if we feel impressed to do something even if we are unsure about it by learning to follow those impressions we will learn whether it is of ourselves or of the spirit,4
1649,im feeling brave this would be nice with black tips,2
1650,i feel it needs to be respected for its own sake,2
1651,i do however feel a lot more isolated and distant to many of those i call friends,5
1652,i felt that aching feeling anymore and i had to think about it but no i dont have that aching feeling unless i am missing my family,5
1653,i feel like the sequel was ok but overrated not as great as so many deem it to be,2
1654,i feel im pretty spot on in this instance but im just guessing,2
1655,i know thats not true but thats how i feel i get scared,1
1656,im feeling generous again here it is in its entirety for free consumption,2
1657,i feel that i can answer in a completely un sarcastic way,0
1658,i feel so cute,2
1659,i have had my first visitor to my live journal and that makes me feel very pleasant,2
1660,i was feeling eager to press on,2
1661,i wish we could have a huge collective book club about it because i think these conversations are critical during a time when people are feeling increasingly fearful unsettled and disconnected,1
1662,i feel a little more relaxed,2
1663,i do feel like less of a person when i constantly hear family members use hateful language every time anything even remotely related to homosexuality comes up,0
1664,i havent been feeling fantastic this week so i thought id do something different and easier to write that i thought could be fun,2
1665,i was feeling frustrated,0
1666,i feel devastated that this occured but it was for a good cause hopefully no more dogs run around acting like that so they too dont get shot down,5
1667,i created a new profile before and i feel ok cuz i already know who i added,2
1668,i feel very lonely but thats alright nothing a little tv or music cant fix,5
1669,i feel a bit shamed but here it is dr,5
1670,i feel so thankful to be in a part of the country where i can train outdoors this late in the year and not have to bundle up or wear several layers,2
1671,i feel like i m uncertain about things i was once so certain,1
1672,i feel energetic and fresh and the great things is my eye sight has improved a lot,2
1673,i get an upset stomach afterward complete with feeling like i want to throw up and i still have that pleasant memory of the first one i had that did make me throw up,2
1674,i have a million untrieds to get through so ive decided to make a list and im using a random number generator when im feeling indecisive,1
1675,i am also feeling awful,5
1676,i was already feeling burdened to write write write,5
1677,i really am a hard worker and feel quite loyal to places i work,3
1678,i feel sorry for john boehner his copious tears running over and blurring his spray tanned face until its the same color as his nicotine stained fingers all the while eric cantor is waiting to push him out of the speakership,5
1679,i feel times less bitchy,0
1680,i do not feel rejected anymore for i decide what my value is,5
1681,i felt such a resonance with your words i feel so ashamed that my feelings seem to have gotten the better of me,5
1682,i just feel so irritable which i guess is a classic symptom of depression,0
1683,i sat on a windy beach feeling thoroughly annoyed i vowed id be back and i would climb scafell,0
1684,i see myself starting to feel the emotional dependence on my parents i stop and breathe,5
1685,i feel passionate about sharing it with you,3
1686,i feel like i am alone in this world other days i feel like i am surrounded or being closed in on and just want to be alone,5
1687,i feel so blessed as i ve said numerous times before that i have met so many nice and caring people through the blogging world,3
1688,i like when im feeling productive even though i sometimes grumble about not having time to scratch my butt,2
1689,i feel useless and helpless and broken,5
1690,im not feeling quite so adventurous i might just find a quiet spot to read,2
1691,i feel like my beloved mixer is an extension of my body,3
1692,i have said this before being a mom has made me feel more vulnerable than i have ever felt before,1
1693,i feel very amused at that pic,2
1694,i do feel apprehensive before meeting someone new particularly in a group situation but i just sign up for everything i can and hope that i ll have found the courage to do it by the time it comes round and i always have so far,1
1695,i feel valuable a href http idreamculture,2
1696,i love my job and know that the surgeries were doing are emergencies i always feel resentful especially when it is am and i was sleeping,0
1697,i feel enormously honoured to be included in this list,2
1698,i was actually feeling somewhat listless and unmotivated earlier this afternoon but then i had a cup of coffee medium strength coffee at that and now im bursting at the seams,5
1699,i may attempt a hair coloring session later if i m feeling brave crazy saturday nights over here,2
1700,i am feeling optimistic about doing as much as possible in the next to hours before the kids come home,2
1701,im not feeling absolutely terrified of more pain and more trauma to my already battered body,1
1702,i got off in my previous post about how much the app maker leeches upset me at this conference and so i feel like i should mention who i was most impressed with there,4
1703,i went with one of those because honestly i was feeling very sentimental about family that morning,5
1704,i landed at the reagan airport feeling pretty good,2
1705,i can see changes on my legs they have slimmed down a bit but i feel a little disheartened that its not that visible,5
1706,i can look at a stack of twenty five term papers and not feel overwhelmed,4
1707,my cat died from an illness it had been with us for years it was a lovely cat it had been ill for one or two weeks and the veterinary surgeon had told us that it was dying,5
1708,i just feel that the roster looks messy with characters on there from to new members it might look as though we cant be bothered to housekeep it and there is a risk albeit very small that we might get an ebayed toon turning up in guild on an old members toon,5
1709,i feel a worthless maid,5
1710,i feel lousy and seem to have a frown i remember all the funny times and you just turn it upside down,5
1711,i could say that will make anyone feel better than actually reaching their goal themselves,2
1712,i feel agitated she said and we continued on to the corner of main and hastings where we saw three or four cops in the middle of a take down and my friend who has an anxiety disorder insisted we get on the wrong bus just to get away,1
1713,i almost fall asleep but i feel so awkward sleeping beside her,5
1714,i feel blank and at a loss but hey that s old hat,5
1715,when people harrass me i feel oppressed by their behavior,0
1716,i am going to be a little selective about who i let read just for privacys sake but if you can relate to me why you want to read and if i feel your motivations are safe and okay then i will send you an invite,2
1717,i dream i feel like i am finally not burdened by all of the things that i feel just crushing me when im awake,5
1718,im lulled into a fantasy of walking hand in hand in some remote location preferably the beach at sunset its cliched i know and feeling love and loving in return,3
1719,i am feeling incredibly restless,1
1720,i feel so enraged that i want to punch him but i don t because he s only years old,0
1721,i feel all submissive,5
1722,ive been feeling really pumped about running again this is very strange,1
1723,i didnt feel discouraged or depressed though there are always challenges to be sure,5
1724,i landed in dubai that i started to feel ok about coming here,2
1725,i feel more useful,2
1726,i could just feel the joy rage coming at me for that one but i m glad you re feeling back at it and i m also glad we went to yoga tonight because sometimes you just need to know that you re better than your crossfit coach at side plank img src http s,2
1727,i tell the people closest to me things that i am feeling and its as if they arent surprised because theyd known it all along,4
1728,i feel contented small old rich tired and happy,2
1729,i hate to have to clear my voice i hate to stammer i hate to feel the way i do now humiliated and frightened to the bones what do you want of me,5
1730,i wish i could help take the pain and anguish these families must be feeling innocent children killed while in school where they should be safe,2
1731,i grappled with was guilt that relatives and friends who usually communicate with me there would feel like i was ignoring them and i felt selfish still posting my burlesque and blog updates there without liking their photos and links,0
1732,i tired of hearing of these unique communications special feelings and how sincere you are,2
1733,i feel so blessed to have been able to help,2
1734,i used to feel from your music is now gone and it has been replaced by a bitter taste in my mouth and a lot of sadness,0
1735,i even get jealous when my bf speaks to his best friend who is a girl and also friend of mine but i listen and understand their friendship because my trust towards my bf is higher than me feeling jealous,0
1736,i feel really discouraged and hope is the only thing i have to hold onto,5
1737,i feel surprised and disturbed actually,4
1738,i also feel vulnerable being left on the bed in virtual silence,1
1739,i feel like im pretty weird and open about liking a lot of things i doubt any of my interests would surprise anyone,4
1740,i really feel for these innocent kids because not only are they taught unconscious racism but then they are taught overt racism and they have no choice but to follow,2
1741,i feel intimidated by the wide open design and therefore find it hard to write,1
1742,i feel like the awkward year old i was and some days i really feel like a grown up,5
1743,i really just want someone to hold me and kiss me to make me feel loved and safe,3
1744,i wanted to feel convinced that she had truly found herself and her place in the world without a man but considering that the book started and ended with a relationship i was not thoroughly convinced,2
1745,i have faith but don t feel convinced that its if i am on here asking questions,2
1746,i feel that i want what i need and know that i just need to bleed in this fucked up world of my own,0
1747,i got a little bit of help from my brother at the beginning and lots of lucks near the end of the game which might make you feel dumb at least it did that to me hahaha and at the end you have to decide nikos and the worlds fate to save niko or to save the world,5
1748,i do feel rather nostalgic for the days gone by which will never return,3
1749,i could soon feel quite rejected,5
1750,i just can feel so pain but nothing to do blank and speechless,5
1751,i feel honored or insulted,2
1752,i felt a little bit of cramping and the same feelings i had been feeling for weeks so was not bothered by it,0
1753,id always been proud of where im coming from but now sometimes i feel im too dorky boring hipster in the wrong way awkward and then i wonder why dont people feel close to me,5
1754,i feel like a useless bastard,5
1755,i feel that the students in this classroom are very hostile towards any display of intellect just like the rest of society,0
1756,i feel kinda strange too cause i didnt encountered with such feelings last year,4
1757,i feel like garbage i am wonderful though i feel weak i am strong though i feel like a failure i succeed and though i feel unworthy i will live out my dream it ends and begins now,2
1758,i feel like this never get impatient around sharp objects as it will inevitably lead to tears,0
1759,i don t think i could feel more idiotic if i tried,5
1760,i was sipping my diet coke watching my the swimming lessons and feeling aggravated that my mousekins were not being better listeners the thought crossed my mind,0
1761,i think guys who feel need to compensate do it by being obnoxious,0
1762,i feel shitty as fuck,5
1763,i feel so invigorated by the sunshine,2
1764,i am not sure why i feel the need to share this experience with the world maybe its just that now that its over its actually pretty funny,4
1765,i don t know if he knew about buffy but i for one was feeling nervous about how the whole multiple dogs on a flight thing was going to pan out,1
1766,i feel like i m accomplishing something and when i feel passionate about life,2
1767,i feel a strong connection with another human being and i want to spend more time with her,2
1768,waiting for my girlfriend to come from her apt to mine she was very late and i thought something awful had happened,1
1769,i feel all glamorous,2
1770,ive been feeling jealous lately of bloggers going off to author readings and book si,0
1771,i feel so doomed for my botany lec finals later,5
1772,im re reading that sentence and feeling foolish,5
1773,i feel glad to be teaching nursery children who have special needs and know that the study of art has better helped me to use art in the curriculum to make lessons more enjoyable and interesting for the pupils,2
1774,i came away from this evening feeling very rich that i have a friend down the street that is so very close to me,2
1775,i came back and for some reason my mind feels blank,5
1776,i feel like i want to punch him in his handsome face,2
1777,i do when i feel guilty a href http douevenlift,5
1778,i had an incredible feeling of frantic despair,1
1779,i have struggled to fit all the work in for this module and have felt frustrated at times feeling that my blogs were rushed and although i have read with great interested fellow students blogs i feel i havent interacted as much as i could have done this is a definite area for development,0
1780,i feel like i have gotten rejected by him over and over again from the time i have met him,5
1781,i feel optimistic that he ll settle in before too long once we ve arrived,2
1782,i am feeling a little stressed but seriously i have no one or nothing to blame but myself,0
1783,i feel im being violent is i say no im not going to accept that and here are the consequences,0
1784,i wonder if they would feels as delicate and pretty in my hand as they looked upon the framework of branches,3
1785,i feel im back to being that bouncy little chickie i was when i first found the scene but with a lot more depth and understanding of myself and the world around me,2
1786,i feel have been convinced by many factors in our culture of a kind of cooking mystique,2
1787,i feel delighted toward something it could be an acheivment i did or my surrounding or even unexpected event that happen to me,2
1788,i was insane not liking someone else to do all this but it made me feel less valuable b c i wasnt working and i also wasnt a housewife,2
1789,i havent known sue anything like as long as bloater and lisa but i feel like i have you know one of those people you meet and you just click with you can have grumpy old people conversations straight away with them but then roll around laughing the next minute well thats sue,0
1790,i feel honoured that she has chosen to share this with me,2
1791,i could sit for hours with some old friends catching up and just feel like i am in a uber gorgeous,2
1792,i feel sad i will just ignore and pretend i dont feel anything,5
1793,i feel cared for and accepted,2
1794,i start i feel like i should reiterate a fact that im not sure ive made clear yet just because i post all these despondent incidents on mermaidhaire does not mean that i am sad like all the time,2
1795,i think sometimes feelings of obligation duty and expectation get in the way of trusting our intuition to guide us in the actual right direction,2
1796,i feel lucky that i have an awesome life and family even though i belong to a middle class,2
1797,i am feeling very shaky,1
24001,The advert shows a Kiwi crossing a pedestrian crossing| and nearly getting runover.The cars should have stopped and allowed Kiwi to cross lawfully.Its a bad example to show our people| they should stop for all crossing pedestrian crossing I believe.,1
24002,The Complainant was concerned the alcohol advertisements were inappropriately placed during the film A Star is Born  which featured a storyline about alcohol addiction  including the suicide of that character .,3
24003,The Complainant was concerned the alcohol advertisements were inappropriately placed during the film A Star is Born  which featured a storyline about alcohol addiction  including the suicide of that character .,3
24004,The Complainant was concerned the alcohol advertisements were inappropriately placed during the film A Star is Born  which featured a storyline about alcohol addiction  including the suicide of that character .,3
24005,The Complainant was concerned the alcohol advertisements were inappropriately placed during the film A Star is Born  which featured a storyline about alcohol addiction  including the suicide of that character .,3
24006,The image in this advertisement shows people operating advanced cinema style |cameras| and they are advertising for the Diploma in Film and Content Creation course. I |have done this course and we did not touch equipment anywhere near as advanced as what |is shown in this image. The cameras we were loaned were old entry level Canon 200Ds and |the most advance being a single Panasonic GH5. The image in the advertisement shows an |Alexa which is nowhere near what we were introduced to. Potential students will think they |will learn on advanced camera equipment but the reality is very different. They are probably |showing equipment from a different higher level course.,3
24007,This advert shows a man picking his nose. Completely inappropriate and disgusting! I don’t want to see that and especially around dinner time!!,5
24008,Glow body is advertising its acupuncture services as a treatment for fertility |issues despite there being no evidence that acupuncture can treat this condition.,5
24009,Ad shows a person driving using mobile phone which gives the impression that this a legal act when it is not..,5
24010,They advertise the car as having android Auto. They do not inform buyers there |is no android auto. They say go to cga and try your luck if we complain. Please stop more |buyers from falling for this blatant  misadvertisement and breach of the ASA. I am willing to |forward any and all correspondance from them in this behalf,5
24011,"The advertisement is for the Mitsufishi Burger and the catch phase is ""with you for a good time not a long time""...There are a couple of issues with this:1) Cultural appropriation 2) The catch phase is clearly a derogatory sexual reference to Asian females that has been frequently used in western movies and has racial undertones. I believe this advertising campaign needs to be altered and an apology issued. Ruling",1
24012,Advertising flights to Norfolk Island from $199 but when you try to book $880 is |the cheapest available. This was a Facebook ad| not even advertised on their own page| |feels like just trying to lure people to their page and wasting our time.,5
24013,The Complainant was concerned the TAB advertisement about betting on horses was inappropriately placed during an episode of the programme Coronation Street which featured a storyline about a gambling addict . They were offended by the advertisement,3
24014,My complaint is that I received a personalized offer from Apple for a free trial |that turned out to only be valid in the US| the conditions in the e -mail did not state this.,5
24015,The Complain ant is concerned the advertisement is misleading  given that they were charged  $15 for their dental prescription .  The Complainant said the advertisement does not make it  clear  which prescriptions are eligible for the free offer.,1
24016,"I found the terminology referring to recent necessary and medically recommended vaccine mandates| social distancing| and isolation as ""discrimination"" and ""segregation"" needlessly antagonistic and conspiratorially minded| and has no place in business advertising| as it has nothing to do with the services offered. It only serves to incite charged discourse and useless| unfounded speculation on political and medical affairs wholly unrelated to the business and services offered. I found the advert to be distressing| and anxiety inducing| especially in a time that the nation is attempting to heal| and get past disagreements as to best medical practice in global pandemics.",5
24017,The Complainant was concerned the advertisement condoned driving in an irresponsible manner and a disregard for the impact on nature and the environment.,5
24018,This ad states that the child dropped a puppy  and that the father was upset that the vet bill was $8000 because he had not taken out pet insurance. This ad is upsetting because of the dropped puppy which indicates that the child has not been taught correct animal handling and care. The ad suggests it’s okay to abuse animals as long as you have pet insurance. This advert is  totally uncaring| unacceptable and upsetting and should be pulled off air.,4
24019,We were watching the chase with our family when a very inappropriate ad came on for fire and emergency with swearing multiple times (yes it was beeped out) but very obvious what was implied. Very shocked to see this on TV.  It was an ad so people dontdrink and cook.,1
24020,…ASA Complaint – Thirsty Liquor and Black Bull / Hennessy / Thirsty Liquor Waimak. Kia ora|  1. This letter is to formally complain under the Alcohol Advertising and Promotion Code about an  alcohol advertisement featuring a minor.  2. The advertisement| pictured below| was observed on 24 January 2024| and the picture also features on the Thirsty Liquor Website:   3. Guideline 5 of Rule 1(b) of the Alcohol Advertising and Promotion Code| (Targeting Adults – Content) clearly states:   Minors must not appear in Alcohol Advertising or Promotion.  4. In the Alcohol Advertising and Promotion Code| Minors means people who are under the age of  18 years ...,4
24021,As states 10% storewide| terms and conditions to apply. Terms state it is only |on certain sofas and mattresses.  |Misleads consumers| terms and conditions should be to clarify not change substance of the |advertisement.,5
24022,Facebook ad including video linked above for nutrient supplement using a |registered nurse to suggest it is has a direct health benefit for crohns and unnamed cancer. |Registered health professionals are not allowed to endorse nutritional supplements so the |consumers profession should not be mentioned. It obviously is deliberately because |suggestions she is a nurse lend weight to her claims of benefits,5
24023,The Complaints Board uph eld a complaint about  the website advertisement for Fat Burning |Ninjas  health and fitness  program . The Board said the advertisement was misleading  because |it made claims which had not been adequately substantiated.,1
24024,The facebook screenshot ad mentions exclusions| but does not mention that |value and extra value ranges are excluded. When in the ordering part of the website| only |then is it mentioned that it applies to certain ranges of Pizza.  |I feel i was tricked into going onto their website under the premise of 50% off. then told the |full details after i was there| they knew what they were doing as once on the menu it was |specifically clarified with a different ad.,1
24025,The Complainants were concerned the advertisement was misleading because:   It is spreading misinformation about the Treaty . It is a translation of an article which was written in Māori in 1922 and translated into English in 1963 . Readers  will th ink they are reading what Sir Apirana Ngata wrote.   The article concerns the English version of the Treaty| and was in line with the thinking  of the 1920’s . The translation contains mistakes.  It is propaganda disguised as independent political research  .,1
24026,Frank energy advert shows two older female adults on exercise equipment that is making their loose skin wobble and make noises to show there is no difference between their service and other electricity providers. This is ageist content that discriminates against and mocks aging.,5
24027,The Paknsave add showers of an electric oven n the water. My 8yr old said isnt that dangerous putting something electric in water. Yes!!! If an 8yr old is picking this up and the dangers of electric appliances in water!! This obviously has had no thought put into the process of advertising.,5
24028,I’d like to make mention that the recent Pac n Save ad on mainly TV3 is not tasteful. Having a BBQ and a Oven in a spa with a person isn’t ideal. Yes| I am aware its only advertising.  But the  way the world is at the moment  someone could do this with a senseless act.,5
24029,"The advert reads in part as ""Upgrading your homes electrical switchboard in |New Zealand ensures compliance with the latest safety standards and reduces the risk of |electrical fires and shocks."" The advert uses ignorance and fear to sell a service that is not |generally required.  |1. An old electrical switchboard does not have to be upgraded since electrical safety |legislation is not retrospective.  |2. An electrical switchboard does not need replacement in order to reduce the risk of fires. |Simply tightening connections on older switchboards would generally be sufficient to prevent |a fire. Also| a poorly installed new switchboard can be at greater rise of catching fire than an |older maintained switchboard. There has ben a number of cases of poor installations.  |See https://www.worksafe.govt.nz/about -us/news -and-media/switchboard -installation/ for |example.  |3. There is a possible higher risk of electrical shock from an older switchboard but the claim |made may not be based on credible evidence.",3
