complaint_id,complaint,complaints_type,label
24129,"Advertisement features a man with a blindfolded woman in a life -raft in the middle of the lake. The actions and facial expressions of the woman are such that she conveys a feeling of discomfort and tension as she does not know she is on a lake| she does not know the man she is in the boat with or what is going to happen. Her answers are concerned with her safety e.g. replying that she would call the ’coastguard’ when he asks who she would call and that she ""can’t swim’. She also wears office casual clothes| further adding to the impressions that she is not familiar with the context. The man portrays the demeanour of being unconcerned about her or their position| saying in response to her claim of not being able to swim| that ’neither can I"". She is then told to ’start bailing’ as quite obviously the boat is sinking - still with her mask on. This ad is genuinely disturbing in the current context of attention being drawn to the number of women who meet harm at the hands of men. This is not a long bow to draw - the woman in the boat is clearly not in control| she does not know why she is there and her safety (even though she is in a life jacket) and indeed the entire situation is entirely within the control of the man. Her level of discomfort and the situation she is in is entirely disproportionate to the reason for her being there which is to test if she can ’see’ the difference between the two networks and I suspect that this is meant to be the nature of the alleged ’humour’. However| this is entirely tone -deaf| and would be the case with any gender in the boat under those circumstances but particularly and significantly so since it is a woman. I felt genuine discomfort and distress watching this ad| not only because of the content| but because its very creation and the number of hands and eyes this would have passed through and been approved by| equally reflect the issue that I am disturbed by in the finished product. I don’t think this is humorous but another ’soft’ example that normalises these disproportionate power relationships that in reality lead to the harm of women| in this case under the guise of humour. I am even reluctant to write this for that very reason| but have had a lifetime of this response to my and other women’s very real experience of discomfort and fear with what are often routine interactions with men. This is not an overreaction but an attempt to call out the very actions that sustain the issue at its very foundation. I am flabbergasted and disheartened at seeing this ad.",Unknown,5
24130,The Listerine advertisement is around 10 seconds long. It was seen on TV1 |during the breakfast show at approx 8.28am on the 5th of July. It claims in bold that it is 鈥?x |more effective than flossing鈥?with fine print mentioning 鈥檌t is not intended to replace brushing |or flossing鈥? Both sentences contradict each other and may confuse or mislead the audience| |especially considering fine print is only shown for 5 seconds (not giving the audience enough |time to take in the message).,Unknown,3
24131,Calling an emergency number (Coastguard) when there’s no real emergency. I think enough emergency numbers are hoax calls and waste people’s precious time. Do not encourage people to phone an emergency number just to check if the reception on your phone is any good,Unknown,5
24132,The first complaint was jointly submitted by Communities Against Alcohol Harm and Turehou  Māori Wardens ki Otara. The Chair of this group has strong whakapapa connections to Kupe.   The first complainant said the advertising:   • exploits| degrades| denigrates| and demeans the mana of Kupe.   • In doing so| the same is done to the persons| peoples| and places associated with  Kupe| including all his descendants.   • Referred to a comment on RNZ from Dr Karaitiana Taiuru  that “Depicting and using a  famous Māori and Pacifica ancestor such as Kupe for alcohol is highly  offensive .”,Unknown,2
24133,The second complainant also said the advertising was “ appalling cultural appropriation of a  Rangatira of significant status in Te Ao Māori  and Pasifika ”.,Unknown,5
24134,I received an email from Tony’s Tyres recently that appeared to be offering me a  $35 WOF. It states quite plainly that as a VIP customer I can book a WOF for just $35. There  was no asterisk or similar to indicate there might be conditions attached. It was only when I  turned up at my booked time I was told it would be $75 and showed the small print at the  bottom that stated that it was $35 only with a service. I feel the email was misleading.,Unknown,1
24135,The Complainant was concerned the advertisement was misleading as the price offer via the  Friend and Family offer was no better than the website and instore price for the two models of  security camera of interest to them.,Unknown,1
24136,I am writing to file a complaint against Informed Investor| who appear to be a  financial advice magazine service with a paid subscription model in New Zealand.     Specifically| I am raising concern around a misleading Instagram advertisement which  Informed Investor has paid to have boosted as sponsored content. This post was posted on  3 July 2024| and it’s entitled “Investment 101: What is compound interest?”.     Having read their post several times over| and having shared it with friends for discussion| I  am convinced that there are serious errors in the facts and financial literacy education that  Informed Investor is presenting to the New Zealand public about compound interest in this 3  July 2024 advertisement.     For example| the post states “You earn $5 in the first year| giving you $1|005. But then you  earn 5% not only on your original $1|000| but also on the interest you earn. After five years|  you have roughly $12|760”. This is incorrect mathematics| and this information is misleading  for members of the New Zealand public with limited financial literacy who might expect that  $1|000 could become $12|760 after five years in a 5% simple interest account through  compounding interest as a result of this advertisement.     The post also cites| on another photographic slide| that 5% of $10|000 is $50. I am filing this  complaint as I am generally concerned that a financial literacy and advice provider with a  paid subscription model in New Zealand is posting a self -sponsored advertisement publicly|  with what appears to demonstrate zero effort made around proofreading or ensuring basic  facts are correct before presenting that paid advertisement as financial advice to the New  Zealand public.     I am concerned about the legitimacy of Informed Investor as a service. I am mindful that their  contact information and organisational background information is barely available on their  website. For the protection of vulnerable individuals with poor financial literacy| I would like  this advertisement containing misinformation to be removed and I would like Informed  Investor to be more transparent publicly with ways in which they can be contacted as an  organisation.,Unknown,1
24137,The Complainant was concerned the social media posts  associated with the White Claw  Launch Activation and Influencer advertising were not prepared and placed with a high  standard of social responsibility.  The Complainant was concerned about whether the  advertisements were  targetin g an adult audience | that they contained  content and  personalities  which could appeal to minors and featur ed people who appear under the age of  25.,Unknown,4
24138,The advertisement for Frank Energy features a women in full medical  protective clothing shaving the back of a man who is one of a line of similar men with  excessive body hair and often bald. The ad implies that the woman is carrying out a  repulsive job and the nature of the ad is projected as comical. I find this ad totally  irresponsible and very offensive and demeaning to men who suffer from male pattern  baldness which is often associated with excessive body hair| a completely genetic related  condition where they have no choice. A lot of men with this condition have undergone  serious mental health issues including low self esteem and depression which can lead to  suicide.   If the target of amusement was an older women with excessive body hair receiving a wax job  and the people carrying out the work felt repulsed| the ad would not last two seconds.   It’s not ’OK’ to profit from making fun of anyone’s physical condition where they have no  choice in the matter. It seems men in particular are the target of body ridicule in a lot of  advertisements so there’s also a double standard at work here.   We would like to have this advertisement removed for the above reasons.,Unknown,1
24139,My complaint is specific to the Frank Energy advert specifically that focuses  on the shaving of mature men with a large volume chest and back hair. The complaint is  more about the persons are portrayed as 'gross' for having large volumes of chest and back  hair| and that it's a social normal to be body shaming people who have large volumes of  body hair| and that others should also find it gross. I accept that the advert is in good humor  however some people are quite sensitive to things that are outside of their control. It is on  the same level as fat shaming.,Unknown,5
24140,The Complainant was concerned the advertisement was not promoting healthy eating | by  comparing leftovers for lunch with a pie and an energy drink and saying:  “Be like everyone  else” .,Unknown,5
24141,AMP are currently running an advert where they show older ( they refer to them as retired) people dining out and when it’s time to pay the bill it shows 2 of these retired people trying to skip paying the bill by climbing out of a window. As a retired people ourselves my wife and Iwe find this ad denigrating towards retired people implying that older people act in a criminal manor by trying to avoid paying their bills while it also appears to send a message that perhaps older people can not afford to go out for fine dining which also very insulting . Due diligence should have been done before any ads of this type are produced by way of asking hospitality industry the demographics of whom of their clientele are more likely to try and skip paying a bill instead of just singling out retired people . I believe tghis ad needs to be withdrawn and a formal public apology be made by AMP,Unknown,1
24142,blindness | that were the subject of this complaint: Facebook| Instagram| website| YouTube |and X.  |These advertisements included claims about the benefits of these glasses| and are |illustrated by reference to the following examples:,Unknown,5
24143,The Complainant was concerned the advertisement was misleading because it says cross - lease titles are “a problem ” for owners and turning  cross lease  titles into freehold titles will   make you more  money . The Complainant was concerned this message could  cause problems  for people selling houses which are on a cross lease.,Unknown,1
24144,Was watching Love Island on TVNZ+ at  9:05pm on Wednesday 24th July. An ad/trailer for a horror movie “Longlegs” came on| showing disturbing scenes. My wife had to close her eyes as she could not watch it| and I looked away.  There was a woman slitting her stomach and other content that was far out of context with the television show we were watching.  We were both appalled that such an ad would play during a light -hearted reality TV show. While I understand ads usually match the account age and rating of the show| please reconsider your views on the appropriateness of horror films being advertised during such shows and monitor the extent disturbing scenes .,Unknown,3
24145,The Summerset advertisement with the ladies in the movie theatre has a racist tone. I have to wonder why the Asian looking lady has to have foam over her face and the other white ladies laugh in amusement. Why does it have to be the Asian lady with foam on her face and not one of the others?,Unknown,5
24146,I have concerns about Brit promoting afterpay as a way to pay for renovations. I believe this is not suitable for a vulnerable audience where the risks of buy now pay later are not fully outlined. Renovations are huge bills and should not be encouraged to be put on buy now pay later. I think this advert glamorises Afterpay and is not socially responsible. We need to do more to support financial education among vulnerable kiwis and this advert isn’t it.,Unknown,1
24147,"I believe that the claim in the advertisement is in breach of Rule 2 (b) Truthful presentation. I believe that the claim in the advertisement is misleading because it implies you are going to be provided with a 7 day pass to enter the gym| as a trial. However| you must attend during staffed hours. What the ad does not make clear| is that the gym is only staffed a maximum of 5 days out of the 7 day period. You can see in the attached email I have questioned this| and the answer is clearly stated that it is not a 7 day staffed days consecutive pas| only a 7 day pass to go up to a maximum of 5 days. I believe the ’free trial pass’ should be advertised as so - ""5 day pass"".",Unknown,3
24148,It looks to me like they are using characters with a strong appeal to children to sell alcohol. I viewed the advertisement on youtube at approx 4.30 in the afternoon,Unknown,4
24149,There were 672 complaints about the advertisement received from 7 August to 12 August  2024. Due to the volume of complaints and the time required for processing| complaints  were accepted up to 4pm on Monday 12 August 2024. Complaints received after that ti me  were deemed subsequent complaints and those complainants will receive a copy of this  decision. Seventeen of the 672 complaints were incomplete and not accepted. The  remaining 655 complaints were accepted| and the Advertiser and the Publisher were invite d  to provide a response.     The Complainants were concerned the advertisement was misleading| not clearly identified  as an advertisement| offensive| lacking in social responsibility| designed to cause fear and  distress without justification| and likely to give rise to hostility towards Māori.     The following is a summary of some of the specific concerns that were raised by  Complainants:     • The advertisement implies  that a significant proportion of New Zealand’s coastline is  about to be handed over to Māori and| as a result| the public will lose access to  resources| beaches and the coastline .  • The advertisement implies it is a simple process to give areas wāhi tapu status|  whereas it involves expensive and lengthy High Court proceedings .  • The advertisement  implies that iwi are consistently restricting public land access and  are planning to increase this restriction.   • The image of a “BEACH CLOSED” sign suggests recognition of Customary Marine  Titles excludes others from access to beaches (foreshore and seabed) .  • The advertisement omits  to mention relevant information| including the impact of  existing titles with riparian rights/ blue water rights in private ownership| which do  restrict public access .  • The advertisement oversimplifies the complex Customary Marine Titles  application/legal process .  • The advertisement misuses the data sourced from Te Kete Kōrero a Te Takutai  Moana Information Hub .   • The placement on the front page of the paper implies endorsement from The New  Zealand Herald .,Unknown,4
24150,It is for the one.nz advert regarding stopping scams getting through. I am concerned that some elderly people may miss understand the point of the advert. I think it makes it look like any email they get to say ”pay your bill or get cut off ’ isn’t a scam| as they are saying they are stopping more scams getting through. Therefore they might think none are getting through so it ’s ok to follow the link. I think it ’s misleading. I have seen this advertisement numerous times one channel one throughout day and evening the last few days.,Unknown,1
24151,The Complainant was concerned the advertisement may cause fear and distress by m aking  misleading assertions regarding customary marine title . They said the advertisement includes   a factual claim which is wrong| because customary marine title is not exclusive ownership ;  and the  changes advocated by the Advertiser will not restore the foreshore and seabed to  public ownership  as they do not deal with riparian and other rights not held by iwi .,Unknown,1
24152,The Complainant was concerned the advertisement was racist and misleading. They said the  advertisement includes  false information about public ownership of the foreshore and seabed  as in 1840 the foreshore and seabed were owned and controlled by hapū  and Rangatira in  Article 2 of Te Tiriti o Waitangi.,Unknown,1
24153,The Complainant was concerned that it was “absolute mis-information  that 'almost NZ's entire  coast is currently under application before the courts to be awarded to iwi as customary marine  titles'. This advertisement contains no factual explanation of this statement and is inciting  prejudice against a minority group in th is country that have been subjugated and minimalized. ”,Unknown,4
24154,On Wednesday evening (14th Aug) I noticed a card under the windscreen |wipers of my van. It had this card on it. I am appalled that a racist| harm -spreading group |can offer unsolicited information to me. They are a dangerous group and should not be |allowed to spread misinformation.,Unknown,5
24155,This company is using a Christian image and a sacred symbol to wrongly |promote their business. This advertisement is offensive to several members of our |educational community and goes against many of our students and staff members鈥?|principles. I respectfully request this ad to be removed to avoid conflicts in our community |and our neighbourhood.,Unknown,5
24156,The Complainant was concerned the advertisement was misleading to use the phrase “Dad’s  got one of 100 chances to win $10|000 ” when that is not the overall  chance of winning.,Unknown,1
24157,The Complainant was concerned the advertisement:   • Is misleading| in particular the statistic “ one in three  people will get cancer”   • Is aggressive and scaremongering| to persuade people to donate   • Implies t he consumer should probably save every cent towards their impending doom  instead of donating it to others currently suffering.,Unknown,1
24158,"This advertisement about an alcohol drink| that even if low alcohol| still breaches |the Code of Alcohol Advertising Rule 1 (d) Alcohol effect 1. (ii) as it advertises alcohol in a |way that enhances confidence| popularity and performance with showing young people| and |a motorbike about to drink it. It encourages young people and other people to drink alcohol |in a popular way to relax| and with the amount of alcohol harm in the community| and the |devastating effect that has on people| I would suggest it is removed.  And| it breaks Rule 1 |(e) Safety 1. (i) a where it associates the drinking of alcohol consumption with risky |behaviours such as motorcyling. And| it breaks Rule 2 Truthful Presentation 2 (b) 2. (i)| (ii)| |and (iii) where it enhances mental or physical capability with the motorbike in it. Even if the |drink is of low alcohol consumption| it still encourages and makes it look attractive| popular |and ""cool"" for people to drink| and no alcoholic drink no matter how much alcohol is in it |should show it that way when there is so much harm associated with it| and people need |healthier and safer ways to relax and enjoy life aside from drinking associated with |motorcyling and socializing which is very unsafe. I would highly recommend that in such |difficult economic times for people too that they should not be encouraged to spend money |on alcohol when they need to save and be careful with their spending| and also not develop |addictions which could be difficult to get off with the health services stretched also| and need |to be directed towards safer and healthier aspects of life.",Unknown,0
24159,There were seven  complaints about this  advertisement. The Complainants were concerned  the advertisement was offensive  and inappropriate | especially in a location  where there are  young families | seniors | a kindergarten  and a primary school . The Complainants also said  the advertisement w as misleading  about the nature of the content being promoted.,Unknown,0
24160,1. Inappropriate sexual innuendo about male genitalia  |2. Racism. I tired of white males alway being portrayed and weak and stupid (if at all)  |3. The idea of selling a person isn funny. It abhorrent.,Unknown,0
24161,Location: floor of feminine hygiene and personal products aisle at Bargain |Chemist Whangaparaoa. This is a large (approx 40x40) adhesive floor image that depicts a |pair of discarded women's underwear with the words 鈥渄on鈥檛 get your knickers in a twist over |the itch鈥? This image is easily visible to anyone visiting the store| is unmistakably a pair of |women's underwear| and in my view makes a joke of women's intimate issues by |associating it with the term 鈥済et your knickers in a twist鈥?which is in itself a  term used to |describe the action of becoming upset about something trivial. The image of discarded |underwear is inappropriate in a retail healthcare setting and makes the process of |purchasing feminine hygiene products in that store an embarrassing one. It will be seen by |young and old and anyone wishing to purchase those items finds themselves confronted |with it. The floor sticker has been provided to the store by the supplier of the products |(Kolorex) and is part of an advertising campaign.,Unknown,0
24162,The add features someone grating a jade plant to put in food. Jade plants are |toxic so add could make people think it is edible,Unknown,0
24163,The Complainant was concerned the advertisement was misleading as Wi -Fi Pro is a specific  Google product and this is not what Orcon is offering.,Unknown,0
24164,The Complainant was concerned the advertisement was misleading because it implie d that  an income protection insurance policy would pay income following an accident. The  Complainant said this is highly unlikely because of the ACC scheme| which can pay up to 80%  of income following an accident.,Unknown,0
24165,This advertisement was aired twice between 14.00 hrs and 16:00 hrs. on |Sunday 15 Sept 2024. It was offensive because it implied that |aggressive/dismissive/arrogant behaviour from a woman directly towards a man (who is |portrayed as being a subordinate) is acceptable. It is not. Equally the same behaviours |shown by a man towards a woman are not acceptable. Such behaviours by either gender |are not acceptable even if there is no implied superior -subordinate relationship. All this |advert does is to seek to justify to women that they can behave this way in some strange |MeToo fashion. This is deeply offensive and I suspect will be so to those of either gender |who have any moral compass or reasonable code of behaviour. The example that this |advertisement sets demeans all society. This is first time in 60+ years that I have ever |considered complaining about an advertisement. It is truly shocking. Please get it removed |immediately,Unknown,0
24166,The Complainant was concerned the advertisement showed an exotic North American turtle  being released into a river| which is an environmental problem in the Bay of Plenty.,Unknown,0
24167,There were 86 complaints about the  advertisement. The Complainants were concerned the  advertisement  was offensive because it feature d adult themes that were inappropriate for an  unrestricted media environment . The Complainants were concerned that  the advertisement  contained cartoon -like imagery that could be appealing to children|  and it was  located in public  spaces where anyone could see it.,Unknown,0
24168,The Complainant was concerned the advertisement was inappropriate and “ lends itself to Nazi  sentiment ” because it used a fake German accent and talked about German superiority .,Unknown,0
24169,"The content is offensive to Christian belief|  advertising that ""the temple of |Bathhurst"" has a man  performing miracles| waving his hands and changing  events in |an unexplained way. This belittles  historical Christian| biblical Gospels and writings.",Unknown,0
24170,"I believe Parallel Imported are breaching ’Principle 2 Rule 2 (b) Truthful  presentation’ when they display the number of apparent customers viewing a product page.  On all product pages below the buy now button is a section that suggests| ""X customers are  viewing this product"".",Unknown,0
24171,There were two complaints about th is advertisement. The Complainants were concerned the  advertisement  was offensive because it feature d adult themes that are inappropriate for  children. The Complainants were concerned that the advertisement contained imagery that  would be appealing to children and primary schools| kindergartens and preschools were all in  close proximity to these posters.,Unknown,0
24172,There w as one  complaint about th is advertisement. The Complainant w as concerned the  advertisemen t was highly offensive| especially in a  public space where children are  exposed  to them .,Unknown,0
24173,Partially naked man plugging in electric vehicle. Although nothing is seen as |hidden by vehicle mirror in this advert it is on earlier in the day when children are watching. |They questioned what the ad was actually about and why the man didn鈥檛 have clothing.,Unknown,0
24174,The Uber Eats Advertisement features snapping animal traps (like gin traps). I |think this is very inappropriate to advertise a food delivery service. Many animals have |suffered horrible deaths in these traps.,Unknown,0
24175,The complaints all relate to the brand Grog| and their Instagram page Drink |Grog. The attachment shows the five different advertisements:  |1. Win a Grog Fridge 鈥?Appears to advertise a competition contingent on purchase of |alcohol 鈥?Irresponsible Promotion of Alcohol SaSAA 237(1)(e),Unknown,0
24176,Milkrun has a creative marketing team| but they fail to listen to feedback and it 's |not good enough from a large grocery retailer like Woolworths to be misleading.,Unknown,0
24177,Four complaints raised the following issues about the billboard.  |?Inappropriate messaging about sex workers and drugs in an unrestricted |environment . |Offensive message about criminal proceedings . |Offensive to family members of the deceased.  |鈥?Conflates sex work (legal) and methamphetamine use (illegal) and this is |stereotypical and harmful . |鈥?Offensive to use a commentary relating to someone's death to promote alcohol |sales . |鈥?Inappropriate message and use of 鈥測eah right鈥?phrase given the trial outcome .,Unknown,0
24178,Woolworhts are putting an ad on YouTube (I don watch TV so don know if it |there too!) claiming FREE stuff. As part of their advertisement hey show a woman| called |Georgia| opening a fridge. The ad claims FREE MILK. Georgia takes milk| clearly labelled as |belonging to someone else| as FREE - presumably. This is clearly not true - the time is not |FREE| it clearly belongs to Derek and sh is committing theft. No matter how apparently |minor the protoganist in the advertisement is a thief. This ad perpetuates the notion of |鈥檝ictimless鈥?crime if you do not get caught doing it. Derker paid for his Milk| and is clearly |aware someone is stelgin his milk and is trying to mitigate that problem - yet Georgia |continues to steal his milk. The ad is without conscience and is grandising theft.,Unknown,0
24179,I am concerned with the wording of this advert from the Act party. “Restore”  implies the proposed bill is merely reinstating a previous state. This is false - the bill aims to  reinterpret Te Tiriti. There is no intent to “restore”.,Unknown,0
24180,The word ‘restore’ equal rights is inflammatory and unsubstantiated. ’restore’   implies that people have less than equal rights. But they do not clarify who allegedly has  more rights and who has less. The ad is designed to inflame and divide and is deeply  offensive. I am a typical ACT voter demographic but I am shocked that they are allowed to  campaign in this way.,Unknown,0
24181,The Complainant was concerned the advertisement was degrading and demeaning to people  with breasts who don't conform to the gender stereotypes of women in our society.,Unknown,0
24182,Advertisement depicts men with frustrated expressions on their faces| along |with the tagline 鈥渂et it out.鈥?I find this highly inappropriate as it encourages men to turn to |gambling when faced with negative emotion. Moreover| it makes a joke of  the known mental |health crisis| wherein the public are more susceptible and vulnerable to turn to negative |coping mechanisms (gambling| etc). There needs to be intervention here as the 鈥榰nspoken鈥?|element of this advertisement targets vulnerable communities and normalises gambling.,Unknown,0
24183,The Complainant was concerned the advertisement made a misleading environmental claim|  that Tyrewise was 'saving the planet' .,Unknown,0
24184,Air NZ advertises their Airpoints by saying 鈥? Airpoints Dollar 鈩?is the equivalent |to 1 New Zealand Dollar鈥? However| when you go to spend them| you can only spend them |in the Air NZ store and if you try to use them to purchase flights with Air NZ| you can鈥檛 use |them towards the tax or airport fees for the flight| so you can actually only use them for 60 -|70% of the value of the flight. Therefore an Airpoints dollar is not equivalent to a New |Zealand dollar as with a New Zealand dollar you can pay for the full value of a flight but with |an Airpoint dollar you can only pay for 60 -70% of a flight. Air NZ should not be able to make |this claim as it's misleading and incorrect. Also Airpoints can only be spent at the Airpoints |store| so they鈥檙e not as flexible as a New Zealand dollar| so again the claim that they鈥檙e |equivalent is misleading,Unknown,0
24185,This advertisement is degrading for women| showing financial success as being |like a woman lying down in a flash dress| and encourages disrespect and degrading |treatment towards women| when there is already a high rate of disrespect and mistreatment |towards women in this country. It also implies that a woman can get financial success very |easily by using Afterpay| which in most cases could be quite unrealistic and breaks Rule 2 |(b) Truthful presentation| where the product must not mislead| deceive or confuse |consumers| or abuse their trust or exploit their lack of knowledge| and cannot exaggerate or |make an unrealistic claim or false representation. It also shows a girl lying down as an |example of false financial gain which is not in support of the safety of women| and shows an |unrealistic idea that even guys may gain a women with money through using their product. It |shows to use their product they could get the girl and the money| and degrade her which is |not safe for women. This advertisement also deceives and misleads people with those |assumptions implied| and that it is easy to get that degree of financial success quickly which |is probably quite unrealistic and degrading for women. It also breaks Rule 2 (b) Truthful |presentation| 1. where obvious untruths| and exaggerations cannot be associated with |financial claims and it makes women look ridiculous too associated with financial success of |using Afterpay that is also probably also quite unrealistic. It breaks Rule 2(c) Use of data (iii) |where the level of risk is understated and is not safe| and is not safe for women being |associated with there is risk with guys thinking they may be able to use that product and get |a girl looking flash and disrespected such as in this picture.  I would suggest safer |advertisements of women| to support respectful and safe treatment of them| and more |realistic depictions of the product/s and safer ways of using finances in difficult financial |times.,Unknown,0
24186,This advertisement advertises alcohol while making it look attractive and |appealing to young people| and others with the people in the advertisement looking |attractive and wearing nice clothes| and having a good time. This encourages young people |especially to drink excessively and in difficult financial times with events such as the |pandemic and climate change| as well as the uncertain economic times| this is not |acceptable| as they need to be saving for their future. And| it breaks the rules of Rule 1 (d) |Alcohol effects: (ii) where alcohol advertising cannot show advertisements that enhance |confidence| popularity| attractiveness| and physical ability. It also breaks (iii) where it shows |it is necessary for enjoyment or an activity. And| it breaks Rule 2 (b) Truthful Presentation |where 2. It cannot show (ii) where it positively changes mood| physical condition or |behaviour. Young people need to be supported and encouraged with safe| responsible |behaviour| and this advertisement encourages unsafe and risky behaviour in difficult times |which is not acceptable. People need positive| safe ways of enjoying life in such challenging |times for people|  especially the young people and next generation. Also| a lot of the young |people in this advertisement are of another  ethnicity and can imply quite racist connotations |which is not acceptable either| and encourages those of other ethnicities to drink a lot| who |suffer from some of the worst of social circumstances| discrimination and need more |respect| and safety too.,Unknown,0
24187,An advertisement that seems to be referencing the Jeffery Epstein Island seems |extremely inappropriate. is the joke that people DO know people who are pedophilias???,Unknown,0
24188,Hi I  was flicking through the new Star Newspaper and found out that Star let a |radical misinformed group publish their hate content on steroids.  Stuff refused to print this |becuase the article does not contain any facts. It comes off being very antisemitic| shouting |and irrational reasoning;,Unknown,0
24189,The Afterpay advertisement has a young person talking about using Afterpay to |fund their move to Australia| including using it for buying appliances and other related |moving costs once the customer gets there. I believe that this advertisement is likely to |cause serious harm to New Zealand. The loss of even one additional young adult to |Australia| especially if we have funded their education| welfare| and upbringing| represents |significant social harm to New Zealand. I therefore believe that the advertisement is |therefore both harmful to New Zealand and offensive under the code. Advertisements must |not contain anything that is indecent| or exploitative| or degrading| or likely to cause harm| or |serious or widespread offence| or give rise to hostility| contempt| abuse or ridicule. I |therefore believe that this advertisement is in breach of the code.,Unknown,0
24190,Bluebird have partnered with Squid Game. The well known Netflix show is rated |R16 and contains graphic violence including murder| sexual activity and torture.  |Bluebird do not have to display a rating for a TV show but in the interest's of consumer |safety they are remiss to use imagery such as characters and set design to normalize their |product being involved in such levels of gore and horror.  |This show is about real people being killed in real life contests (not literally as it is acting) but |is not a fantasy world like say Lord of the Rings.  |I鈥檓 well aware that children watched this show in 2021 but it has a rating for a reason and |Bluebird's approach should be to protect not condone this kind of violence by association in |front of young minds.  |How can a parent tell a child they mustn鈥檛 watch this show when the chips they take to |school or eat while they watch TV have this Squid Game advert emblazoned across the |packets and appear in their YouTube feed.,Unknown,0
24191,I wish to submit a complaint for misleading advertising by Delivereasy which is |actively promoted through their website and on social media. I have come across this |sponsored post twice this week on Facebook. Based off the comments this has been up for |several weeks and is misleading because: - Nowhere in the advertisement does it state this |is limited to addresses who have never ordered a Delivereasy order before. This stretches |the definition of new and relies on people having to a) create an account| find a store| order |food| enter their address and then enter NEWBIE before they are told they are not eligible or |b) read the fine print to confirm this is only open to addresses who haven鈥檛 ordered this |before.,Unknown,0
24192,"Honda for some time now have been running an ad on Stuff calling the Honda |HR-V a ""Kiwi Favourite"".",Unknown,0
24193,Watching a family programme about dogs needing homes.  Add comes on |about pets being used for threats within family violence.  11 year old asks me what family |violence is.  Totally get the add and support its message but totally wrong time of night to |show it when it 's a family oriented programme.,Unknown,0
24194,I wish to lay a complaint against the broadcasting of this TV advertisement on |the grounds of irresponsible broadcasting to children.,Unknown,0
24195,I am writing to formally submit a complaint regarding the current 2 Degrees |advertising campaign being broadcast on free -to-air television. I have most recently seen |this ad on 05 November 2024 during the One News programming at approximately 6:19,Unknown,0
24196,This example of a student promotion was provided to us by the Auckland |Council Inspectorate (alcohol licensing).,Unknown,0
