decision_id,complaint_number,advertiser,advertisement,date_of_meeting,complaint_id,complaints,label,len(complaints),adver_id,adver_,adver_type,len_adver,Unnamed: 13
21402,21/402,1Law4All,1Law4All booklet,01/02/2022,21367,"This unsolicited, 36 -page glossy booklet by the organisation 1Law4All appeared in my letterbox in Herne Bay, Auckland today, 19/ 07/21. From a 2019 media article (NZ Herald, 23/07/19), I understand that you may have previously ruled on this publication (or a similar one), requiring it to be removed from circulation. Apparently, it has not been. Title: “To ALL New Zealanders, Are we being Conned by the Treaty Industry?” Front cover information: “Please consider the list of 24 common myths of the Treaty industry, and ask yourself why a growing number of New Zealanders are upset with this wealth and power grab by the newly created triba l elite”. “Let us have one nation and not separatism or tribalism.” The pamphlet is racist towards Māori and offensive.",5,461,20551.0,"The advertisement was a 34 -page booklet which was delivered to letterboxes in parts of |Auckland. The booklet was titled To ALL New Zealanders - Are we being conned by the |Treaty industry? - Please consider the list of 24 common myths of the Treaty industry| and ask |yourself why a growing number of New Zealanders are upset with this wealth and power grab |by the new ly created tribal elite. Let us have one nation and not separatism or tribalism."" |The first chapter of the booklet is headed Some of the myths on which the treaty industry is |based ""we list below some of these myths and the written historical truths that demolish |them ""24 Myths""are then listed | and further detail provided for each. Other chapter headings |are: 淟egislation Dividing New Zealanders by Race""and Attack on Private Property Rights"" |Page 32 of the booklet says: Published by 1Law4All . Donation s can be made to: 1Law4All - |Rolling Thunder account: 03 -0389 -0770280 -02 Website: www.1Law4All.kiwi.nz |Email: treatybooklet@1law4all.kiwi.nz",,1044,
21402,21/402,1Law4All,1Law4All booklet,01/02/2022,21368,"The pamphlet (enclosed in the attached PDF) was put through the letterbox this week which contains serious misinformation intended to incite hate towards Māori and divisiveness between racial groups based on antiquated stereotypes (ie. cannibalism) and selective readings of Te Tiriti. I believe it to breach the standards as follows in rule 1c: Advertisements must not contain anything… likely to cause harm, or ser ious or widespread offence, or give rise to hostility, contempt, abuse. as well as rule 2b as follows: Advertisements must not mislead or be likely to mislead, deceive or confuse consumers, abuse their trust or exploit their lack of knowledge. This include s by implication, inaccuracy, ambiguity, exaggeration, unrealistic claim, omission, false representation or otherwise.",0,461,20551.0,"The advertisement was a 34 -page booklet which was delivered to letterboxes in parts of |Auckland. The booklet was titled To ALL New Zealanders - Are we being conned by the |Treaty industry? - Please consider the list of 24 common myths of the Treaty industry| and ask |yourself why a growing number of New Zealanders are upset with this wealth and power grab |by the new ly created tribal elite. Let us have one nation and not separatism or tribalism."" |The first chapter of the booklet is headed Some of the myths on which the treaty industry is |based ""we list below some of these myths and the written historical truths that demolish |them ""24 Myths""are then listed | and further detail provided for each. Other chapter headings |are: 淟egislation Dividing New Zealanders by Race""and Attack on Private Property Rights"" |Page 32 of the booklet says: Published by 1Law4All . Donation s can be made to: 1Law4All - |Rolling Thunder account: 03 -0389 -0770280 -02 Website: www.1Law4All.kiwi.nz |Email: treatybooklet@1law4all.kiwi.nz",,1044,
21403,21/403,Kia Motors NZ,Kia Motors NZ Television,02/08/2021,21369,Kia say their electric car qualifies for the govt subsidy. This is incorrect as the |govt is a facilitator only and the subsidy is paid by Ute owners like farmers and tradesmen .,0,195,,,,0,
21404,21/404,NZ Automobile Association,NZ Automobile Association,05/08/2021,21370,A false advert suggesting that AA will have it sorted when petrol was put in a |Deisel car. This is not correct and would lead to massive damage to the engine after driving |like he had done. I feel this is completely false and misleads the average consumer.,0,276,20552.0,": The television advertisement for the AA Auto Centre shows a car pulling up |in front of an AA Auto Centre. The driver looks concerned and says "" I've um| filled up my |boss's car and something 's wrong"". The Auto Centre employee inspects the car and says |""You know this is a diesel right? Don't worry mate| we've got this"". The voiceover then says |""AA Auto Centre. Our techs know cars| so you don't have to. "".",,416,
21405,21/405,New Zealand Labour Party,New Zealand Labour Party,03/08/2021,21371,"The annual growth is -2.3% but this post is suggesting that New Zealand gdp grew 2.4%. The only way they reached 2.4% is by adding up all the gdp% quarter changes together since march 2020. However, this is inaccurate because you cannot add up percentages to showcase growth. I have put an example below. If you start with $100 a nd drop by 50% in quarter 1 so it becomes $50. Then in quarter 2, you have 80% growth from $50 to $90. You cant say you grew 30% ( -50% +80%) in 2 quarters because you are still down $10. The growth in those two quarter would be -10%.",0,407,20553.0,"The advertisement on the Labour Party Facebook page on 23 July 2021 was headed |Economic Growth"" It had a bar graph favourably comparing New Zealand's percentage |change in GDP with five other countries: Australia (1.1%) | United States (0.4%) | Canada |(0.3%) | Japan (-1.5%) and the UK (-6.1%) . New Zealand was shown as having a 2.4% |increase in GPD| higher than all the other countries. The text in the advertisement said: While |the global outlook remains uncertain| going hard and early in responding to COVID -19 has |meant that there are really positive signs for our economy. GD P figures show New Zealand's |economic growth is ahead of the pack2 2020 v Q2 2021 ""Source: Stats NZ""",,702,
21407,21/407,AF Drinks,AF Drinks Radio,03/09/2021,21372,"The radio show discussed (via discreet advertorial) about a great new non -|alcoholic beverage from AF drinks| and how it still gives a ""buzzy"" feeling of being drunk and |having a great night o ut. |I think caution needs to be taken with the choice of language and time/placement of this ad to |meet the alcohol promotion code. Given that this product is attempting to mimic an alcoholic |beverage (and its own website requires verification of 18+ to en ter)| it is socially irresponsible |for promotion of drinking at 6.30pm (whether non -alcoholic or not).",2,576,20554.0,": The Mike| Stace and Anika show on The Hits includes a segment of |content promoted by AF Drinks. The presenters state the flavours and highlight an |ingredient called ""afterglow"" whic h induces a ""buzzy"" feeling| ""like youree drinking but youree |not actually drinking alcohol"". A caller then shares personal details of her ""sober journey"" |and wins a shopping spree and some AF Drinks.",,389,
21408,21/408,Noel Leeming Group Ltd,"Noel Leeming Group Ltd,",07/09/2021,21373,The Complainant is concerned the advertisement is misleading by advertising multiple products on Facebook which then had higher price when clicking through to the Advertiser’s website.,1,330,20555.0,"The sponsored Facebook Noel Leeming post advertises a number of tech and appliance |products with a caption that states ""FREE* contactless 1 HOUR click & collect"". The products |are displayed in a carousel style| with the price and a button to ""SHOP NOW"" underneath |each product photo. The products included: a Walkman| a Label Maker| a Belkin Power Bank| |an Endeavour 1000 Power Bank and an Endeavour 8000 Power Bank .",,422,
21409,21/409,DB Breweries Limited,Club Seltzer Youtube,20/10/2021,21374,While I was eating dinner this evening my 7 year old daughter was watching one |of her favourite YouTube channels on our living room television. At approximately 7:48pm |(May 4th| 2021) an advertisement for Club Setter Seltzer appeared. About 3 minutes later |another shorter advertisement for Club Setter Seltzer appeared. I was not able to get a |photograph or video of the advertisements which appeared while watching the popular |123Go! LIVE channel.,0,473,20556.0,": The DB Breweries advertisement shown on YouTube promotes the new |flavour of Club Setter Seltzer| Peach and Passionfruit. The video shows a group of people |drinking the seltzer by a pool with text stating ""the club has a new member"" and highlighting |""97 cal""| ""5% alc/vol"" and ""low in sugar"". The final shot is of a ""NEW"" mixed 6 pack.",,340,
21410,21/410,NZSale.co.nz,NZSale.co.nz Website,24/09/2021,21375,NZ sale are advertising these items at false discounts on the original prices - |having looked a the Secret Collagen official website https://secretcollagen.com/ I can see the |original prices are no where near the supposed discounts offered by NZ Sale here: |https://www.nzsale.co.nz/shop/search/?query=q1ZKBAElK6Xi1OSi1BKF5PycnMT01DylWgA|= This is something they do quite often to mislead buyers into thinking they are getting |amazing discounts.,0,468,20557.0,"s: The NZ Sale web page advertises a range of Secret Collagen products at |discounted prices. Products are displayed in a grid layout| each with an image and |accompanying caption statin g the product name and pricing information. Each caption |includes a crossed -out price| and a price highlighted in red next to ""x% off"" and ""SAVE |NZ$X"".",,342,
21411,21/411,Energy Efficiency and,Conservation Authority,28/09/2021,21376,The advertisement in question depicts a climate protest march and a speaker |who talks directly to the camera about energy efficiency. Midway through the advertisement |the speaker turns and wa lks backwards through the march| a visual metaphor for repudiation |of the march and its goals. Rather than continuing to advocate for large structural changes |that will ameliorate climate change| the speaker suggests that individual consumers of |energy mak e better choices in their day to day lives.,0,514,20558.0,": The Energy Efficiency and Conservation Authority ( EECA ) television |advertisement encourages individuals to make smarter choices about their energy use and |to ""say no to wasted energ y"". The advertisement depicts a man participating in a protest |march on climate change. He then turns around and begins walking back through the crowd |after realising that he can have ""the exact same effect"" through individual action| by giving |up things h e wastes energy on that he does not enjoy. The advertisement finishes by |showing the text ""GENLESS"" and ""live more with less energy"" on a white screen. The |""EECA"" logo is visible in the bottom righthand corner.",,661,
21412,21/412,Latitude Financial Services,Gem Personal Loans Television,09/08/2021,21377,"I wish to complain about the Gem finance ads that have been running for some |time on every channel on TV| and at all times. They show a woman's legs with red high heel |shoes| topped by large red lips. This is a dancing image| and overtly sexual. Every man |knows that a woman's vulva is referred to as 'llips"" and this image is degrading to women. |The ad has been running for a long time| and I am offended by it every time I see it. It has |nothin g to do with lending money. I wish I had objected a long time ago| but I thought it so |overtly sexual that you would have received many complaints by now| and that something |would have changed. I am sorry that this has not happened. I only hope it is that people do |not really watch ads| and may be away making coffee! |Please| if you are able| get this company to delete these images from their advertising. I think |it is so disgusting that I would never have dealings with a firm that makes me feel so |denigrat ed.",2,993,,,,0,
21413,21/413,Accident Compensation,Corporation (ACC),14/08/2021,21378,The Complaints Board did not uphold a complaint about a television and website |advertisement for ACC which showed a man contemplating jumping into a waterhole from a |height but choosing a lesser jump after consider ing the risks. The Complaints Board said the |advocacy advertisement about assessing dangers in advance was justified in showing the |lesser risk of swimming beneath the waterfall within the context of the safety message.,0,488,20559.0,"The Accident Compensation Corporation ( ACC ) television and website advertisement is part |of the ""Have a hmmm..."" campaign aimed at preventing injuries. A waterfall is shown at the |beginning of the advertisement| with a man asking his friend| ""Bro| reckon I can jump fro m |there?"" and pointing to the top of the waterfall. The man then imagines himself in a series of |situations as result of being injured from the jump. He wonders who would feed the fish| coach |the sports team or wingman for his friend. The advertisement co mes back to reality and the |man shakes his head at the top of the waterfall. He dive -bombs into the water hole from the |lower height . The advertisement's text states | ""If you get hurt| who gets harmed?"" and ""Have |a hmmm"". The final screen shows the ACC logo | slogan and website URL.",,824,
21414,21/414,Diamond Laundry Group,"Liquid Laundromat, Radio",09/08/2021,21379,I believe the Social responsibility rule 1c of advertising standards codes with a |broad description which includes not to cause harm is being breeched In the liquid laundry |advert that freque ntly airs on the ZM radio net work. I know myself and others like my self |who have misophonia| a brain disorder where most people cannot withstand/ have hatred of |sound including one off noises such as sniffing which very distastefully features in this rad io |ad with no warning or chance to switch stations. The harm it had caused me on more than |one occasion is mentally and physically damaging| causing harm to my ear & anxiety around |doing what I usually enjoy which is listening to the radio which additiona lly ties Into rule 1g. |Please can this sniffing noise be removed on Behalf of millions that suffer from misophonia.,5,847,20560.0,": The Liquid Laundromat radio advertisement promotes a special price on |washing duvet and mink blankets| stating that ""it's time to get sorted for winter"". The |advertisement opens wit h a jingle and has upbeat background music. At one point the music |pauses as the narrator sniffs and asks| ""what's that musty smell?""| implying that the blankets |and mink requiring washing.",,378,
21415,21/415,Farmers Trading Company,"M.A.C Cosmetics, Website",09/08/2021,21380,Free lipstick promotion actually only allows you to pick from 3 shades. Lots of |advertising to promote a free lipstick with any purchase however nothing on the main page to |advise there are 3 shades to choose from and all the in store promotion is TINY so it 's very |unclear you can 't pick any shade you want. Farmers St Luke 's also has all lipstick shades at |the front of the Mac display stand under the promotion sign which again lends itself to making |you think you can get any shade.,0,512,20561.0,": The Farmers web page advertises a promotion in which consumers |receive a ""FREE "" full-size lipstick"" with any purchase of a MAC product. The banner |contains three images of lips in d ifferent shades| and an image of three different coloured |lipsticks. At the bottom of the banner| text states that the offer is available 29th July 2021 to |2nd August 2021| and terms and conditions apply.",,394,
21416,21/416,Chorus NZ,Chorus NZ Television,09/08/2021,21381,"My complaint is that the ad detailed is racist. The adnet""series of ads has |been broadcast in a number of formats with the same basic caste of characters and scenario. |In my view the approach thoughout has been basically racist with the solitary white male |portrayed as a technically challenged dunce. The version complained about takes that a step |further and the white dunce is patronisingly addressed by two ethnic males. A majorit y agains |a minority. This is the format commonly known as Jim Crow. Jim was perennially portrayed |as a dim witted black American in the post -reconstruction South. On vaudeville stages he |would be asked by whites to perform simple tasks which he was unable to do. The parallels |are too striking and one can only ask if Chorus would make an ad where the dunce""was |brown ethnic and his patronisers white? I think not!",4,884,,,,0,
21419,21/419,Otis Oat Milk,Otis Oat Milk Countdown Website,21/10/2021,21382,Otis Oat Milk claims it is NZ's first homegrown oat milk| but it is made in Sweden.,0,100,,,,0,
21420,21/420,Voices for Freedom,"S Voices for Freedom,",22/10/2021,21383,"I am writing to complain about the Voices for Freedom billboards outside RNZ |building. Voices for Freedom are known antivaxxers who are using free speech ads to recruit |and radicalise vul nerable people. I'm an ex public health nurse and I'm extremely concerned |that Vff are actively convincing people not to vaccinate during a worldwide pandemic. If the |Delta strain gets here| which it will| they are essentially killing people. It's manslaug hter. I |implore you to please have these signs removed. Their social media page was removed for |false and misleading information so why should they be able to put up billboards when they've |already been identified as dangerous on other platforms? """,2,717,20562.0,"s: Five digital billboards from Voices for Freedom| a lobby group| ma de |statements related to free speech and the submission process on the proposal to change the |law on hate speech. Each advertisement includes the Voices for Freedom logo and its |website an d made the following statements : | 1: Jacinda: We wille your single source of truth. Kiwis: Yeah| Nah"" | 2: Free speech is like air. You will notice when its gone."" | 3: Your voice is the first thin g they take. Your freedom goes next"" | 4: Free speech is the cornerstone to every right we have""""Mark Thomas"" | 5: Without free speech youree not free. Hate speech proposal submissions |close this Friday 6 August.""",,694,
21422,21/422,Marvel Health,"Marvel Health, Print",21/09/2021,21384,The Complaints Board upheld a complaint about a newspaper advertisement for Marvel |Health. The Board said the advertisement made therapeutic claims involving diagnosis and |treatment which were unsubstantiated. The Board said the advertisement used language |which was likely to confuse and mislead consumers and prey on vulnerable and elderly |audiences .,0,408,20563.0,"The print advertisement for Marvel Health featured in the Bay of Plenty Times newspaper. The |advertorial describes why the Marvel Health screening is an ideal WOF for over 60's. The |advertisement discusses health problems which become more prevalent with age. The |advertisement says the scan is ideal for screening for narrowing ar teries and chronic |inflammation. The scan can help its doctors make personalised and targeted |recommendations. The advertisement's bottom banner offers a Total Health WOF."" The |advertisement includes a small disclaimer at the bottom stating that the sc an is not a substitute |for medical inspections and should not be used as a final diagnosis.",,691,
21423,21/423,Avondale Congregation of,Jehovah's Witnesses,22/09/2021,21385,I have a no junk mail sign on my letterbox| this has however come addressed. |This is the 2nd ti me in a week I have received this letter both times being addressed.,0,182,20564.0,": An addressed letter from a member of the Avondale Congregation of |Jehovah's Witnesses begins| ""Dear Neighbour"" and states the intention to ""share a |message of comfort and hope"". The letter notes that ""many in our community are anxious |about the future"" and lists some of the safety measures that are now the ""norm"" such as |wearing a mask| sanitising and social distancing. The letter then states that ""The Bible gives |us a solid hope for a better tomorrow"" and quotes two bible passages. The letter refers the |reader to a QR code if they wish to know more .",,569,
21424,21/424,Be Well Chiropractic Studio,Be Well Chiropractic Studio,23/09/2021,21386,"I submit that this this advertiser has information on their website which in is |breach of PRINCIPLE 2: TRUTHFUL PRESENTATION: Rule 2 (a) Truthful Presentation In |relation to the practice of "" Applied Kinesiology""| they state: ""Applied Kinesiology?is a form |of diagnosis that utilises muscle testing to normalise| strengthen| and balance the body. It is |used to examine how a person's body is functioning on a structural| chemical or emotional |level. Applied Kinesiology is used to address issues within the endocrine| immune| digestive| |crainiosacral| nervous and musculoskeletal systems. It does not detect disease or pathology |but looks to address a poorly functioning body through structural and tona l adjustments| |dietary and lifestyle changes| and nutritional supplements. Applied Kinesiology is a great tool |Dr. Sarena uses to help you get well and stay well. Applied Kinesiology uses a variety of |assessment and treatment techniques to address weakened and strained muscles. This can |include muscle testing| meridian therapy| joint mobilisation| myofascial techniques| |CranioSacral -based techniques| and reflexology. Applied Kinesiology was developed in 1964 |by chiropractor Dr. George Goodheart| based on hi s experiences and skills in chiropractic| |Chinese meridian theory| joint mobilisation| myofascial therapy| reflexology theory and |techniques| nutrition| and craniosacral techniques. Components of all of these techniques |can be found in Applied Kinesiology. "" There is currently no credible scientific evidence that |Applied Kinesiology is is in any way effective for ""examin(ing) how a person's body is |functioning on a structural| chemical or emotional level"" nor has it been proven that it is a |reliable method f or advising a person's diet or nutritional needs",0,1818,20565.0,: The Be Well Chiropractic Studio web page provides information about |Applied Kinesiology. It gives a brief summary of its purpose| the issues that it can and |cannot address| and back ground about how it was developed. Towards the bottom of the |page| it highlights several holistic health practices and techniques that are used to treat |issues found through Applied Kinesiology.,,383,
21425,21/425,NOW,NOW Billboard and Facebook,17/08/2021,21387,"We wish to make a complaint about a billboard by Now ""The words we speak your |language followed by ""no gobbledegook "" on the man ''s t-shirt| are offensive to English |second language speakers. On the billboard there is no context for what your language |means . Therefore the implication is that any other language is gobbledegook. |I realise the internet company are meaning they dont use ""tech speak "". But this is not explicit |on the billboard and therefore the billboard is open to interpretation. |This is concer ning to me particularly as xenphobia is prevalent in Aotearoa (see Christchurch |massacre as an example) and this billboard could be seen as appealing to people who are |fearful of those who speak other languages. |Furthermore| some people who speak English as a second language have experienced |people using the word ""gobbledegook "" to describe their own language and this is obviously |distressing to them.",5,953,20566.0,": There were three NOW advertisements | one on a billboard and two on |Facebook. |1) The billboard advertisement show ed a man smiling and pointing to his t -shirt which sa id |""No gobble de gook"". T he text above him s aid: ""We speak your language"". |2) The first Facebook advertisement showed a photo of a man wearing a t -shirt with the text |""NO gobbledegook"" printed on the front. The text on the photo said ""We speak your |language"". The text abo ve the photo said ""Baffled and bewildered by all the tech jargon and |gobbledegook your telco's support team are laying down?... At NOW| we speak your |language"". |3) The second Facebook advertisement show ed a photo of a man wearing a t shirt with the |text ""Keeping it Kiwi"" printed on the front . The t ext beside him said ""No bots. Call| email or |live chat here in NZ"". The text above the photo said: ""Pulling your hair out trying to talk bot -|language| when all you want to talk is kiwi?""",,956,
21426,21/426,New Zealand Blood Service,New Zealand Blood Service,18/08/2021,21388,As we understand the advert is reaching out to grab people's attention to give |blood| we were not however prepared for the shocking graphics| in particular with the ending |of the Mother cryin g in her hospital bed when her new born baby is being taken away from |her. My 4 year old was in the lounge when he saw the ad and was visibly shaken and |disturbed by the baby crying and the Mother sobbing in her bed - as well as the little boy |playing bas ketball then falling down with blood coming out of his nose. My 4 year old thinks |the baby died and could not sleep. If you could please consider putting a warning on before |the ad plays we could control what he see's. We also thought of those parents s eeing the |advert that perhaps just lost their babies. It is rather traumatic. We are not asking the advert |is removed - but if we could please have a warning before the ad plays that would be |appreciated.,1,939,20567.0,"s: There were two advertisements that were the subject of these complain ts| |a television and a Facebook advertisement . Both advertisements were part of a series of six |New Zealand Blood Service advertisement s called 橴nseen Emergencies"" The |advertisements show ed five different scenarios where people unexpectedly need blood |products. One of these scenarios show ed a boy who gets a blood nose ""that won't stop"" |while playing basketball | one showed a child who will need ongoing plasma transfusions to |fight a rare blood disorder| one showed a d istressed mother whose new born baby needs |heart surgery| one showed a man who has stage four blood cancer and one show ed a |jogger who is about to be hit by a car. The sixth advertisement in the series showed scenes |from each of the five scenarios. At the end of the advertisements was the following t ext: |""Unseen emergencies happen every day - Dont wait to save a life"". The N ew Zealand Blood |Service logo was also shown .",,997,
21427,21/427,Asaleo Care,"Libra Television, Television",19/08/2021,21389,9/8/21 on TV2 +2 at 5.42 pm an Advert about Libra underwear is advertised. Its totally unnecessary to advertise the bleeding part of a woman's period. I find it offensive. Wear Bleed Wash Repeat. is the theme of the advert. https://campaignbrief.com/libra -sayswear -bleed - wash -repeat -in-new-underwear -campaign -via cumminspartners/,5,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",20/08/2021,21390,"I am quite open to everything but to watch a woman wring out her Sanitary Underwear with red water coming out at dinner time was not in very good taste. Yes, this is an everyday thing for women, but at dinner time. My wife was very disgusted wi th it. Blue water like other sanitary products use....ok but still not at dinner time.",5,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",21/08/2021,21391,"The ad about the reusable period undies I find is quite disgusting and gross. Bad taste bad timing, generally on during meal times. The red coloured fluid they squeeze out of the undies is just revolting. Tv2, 11th August 2021, multiple times during day & night",5,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",22/08/2021,21392,"Libra underpants for periods. 6.45 pm on Chanel 2 Thursday 12 th August 2021 This advert is indecent and vulgar . Wear, bleed, was h, repeat is the wording and it’s not acceptable to be advertising such a private and personal matter in such a vulgar , distasteful way",5,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",23/08/2021,21393,"Wear, BLEED, wash... and they wring out a pair of black lace panties which drip red liquid! HOW DISGUSTING ! I don't mind feminie hygien ads as they are needed, but BLEED and wring out blood?!? Do we advertise mens undies dripping with cum? Wring out yellow piss? Have dripping fecal matter? This is just revolting at ANY time and should be pulled immedaitely! I am disgusted hiow you have let this go to air in the first place!",0,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",24/08/2021,21394,"This advert hits rock bottom in the controversy stakes. It was broadcast during a children's movie on a Saturday night. It is the video version of the attached print advert camp aign for ladies' period washable underwear. The attached image is the digital billboard advert at Shore City shopping centre, North Shore in Auckland. Every woman I have spoken to about this thinks the advert is disgusting and completely inappropriate and without any merit or morals. It simply should never have been made in this form. You cannot mention bleeding in public about an issue like this and we strongly oppose this way of getting their message 2 across in this form of advertising. It should be remo ved immediately from public advertising",4,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",25/08/2021,21395,"7 During the advertisement (at approx 8pm), they showed blood being wrung out of underpants and the talked about it too. Both my husband and I thought it was disgusting and inappropriate. It was also very early and out 8 & 10 year old kids were watching. We don't think any time of day is appropriate for this add, especially not before 8.30.",4,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",26/08/2021,21396,The advertisement for Libra period proof undies shows blood being ringed out of undies that are being hand washed. To have this being screened whist eating dinner was enough to put us off eating our dinner.,0,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",27/08/2021,21397,"Libra advert aired tonight 7.43pm 16th August I am horrified at this advert as I sat there watching it with my teenage son - teenage daughter and her dad Wash bleed wash bleed It even has a visual image of red water being wrung out of the knickers It even has the female move her hands and there’s a splash of blood If this is to be a sustainable product - then market that, but having a females bottom and underwear displayed and then the words bleed etc is complete distasteful My whole family is disgusted and horrified that this advert has been aired and it needs removing immediately to not cause any more harm to teenage girls. As someone who works with young people who suffer from a range of anxieties these do not need adverts like this to enhance any issues.",4,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",28/08/2021,21398,"I apologise for not taking a photo to enclose - was so disgusted by contents of ad I vented verbally instead! The ad was about Period Panty Liners, showing an apparently used liner being squeezed by a hand, so that red liquid was released from the pad. (The fact it was a Libra ad means, to most women, it is going to be about either bladder weakness, or Period times). I w as absolutely disgusted by the ad showing a hand squeezing red liquid ( same colour as period blood). It was distasteful, and was unneccessaryily graphic in a very personal way towards all women. As a result of Libra's poor judgement in their new ad I will no longer buy their products.",5,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",29/08/2021,21399,At 6.40 tonight whilst eating dinner -on tv2 there was an advert by libra about period pants - discussing bleeding and rinsing out blood covered underwear! Absolutely unnecessary and disgusting !!!! Pls take it off !,0,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",30/08/2021,21400,I don't think it is nec essary or appropriate to watch a tv ad that references period bleeding. My little kids don't need to watch that. Do we honestly need advertising to go that far?,4,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",31/08/2021,21401,"I dont appreciate add of this kind in front of children wash, bleed, wash. I find it disgusting at that time of night",1,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
21427,21/427,Asaleo Care,"Libra Television, Television",01/09/2021,21402,We have just seen an advertisement about a washing product. It was advertising washing nickers obviously soiled by menstruation. This household found it extremely offensive and quiet frankly disgusted that it was allowed airtime.,1,340,20568.0,"s |The television and television OnDemand advertisement s for Libra 's Period Proof Undies |feature d a jingle which sa id ""wear| bleed| wash| repeat"". The advertisement s had i mage ry to |demonstrate each word ""wear| bleed| wash | repeat "" and included a shot of a woman's hands |wringing out what appeared to be water and menstrual blood from a pair of underpants .",,369,
