id,text,target
877,i don t feel that talented at impacting how things end up at the moment,2
878,i find myself feeling happy more and more and it feels so very good,2
879,i feel a bit nostalgic as i wonder where my passion for writing a blog times a week has gone,3
880,im feeling particularly dangerous a chocolate cookie,0
881,im feeling ok and always has a hand on me or sits very close,2
882,im feeling quite mellow now in spite of having raging pms the past few days which means im likely to erupt with little or no warning,2
883,i feel like an innocent victim i feel that i just can t win,2
884,i actually thought i would feel bothered being their since ehb and the other woman ow spent quite a bit of time together there but i didnt feel much of anything,0
885,i feel they are sincere in wanting to resolve these grievances,2
886,i also have to attire my regular moisturizer and an oil based primer below it yet with all those points along my skin color feels and looks tender and great all time of day something thats normally not attainable to me,3
887,i feel apprehensive about the ride ahead,1
888,i feel bothered,0
889,i feel a hint of my beloved art nouveau era in this bracelet,3
890,i mostly take the stairs there are of them but occasionally when i am feeling particularly lethargic because of a number of consecutive late nights i bow down to ease and convenience,5
891,i do not feel insecure or unsafe,1
892,i feel sort of pathetic saying that my iphone internet and tv are my must haves but lets be honest they are,5
893,i guess while i can understand their concern i can t help but feel a little rejected,5
894,i laced my shoes and pounded out those feelings on the hot black pavement before me,3
895,i male are stupid first for woman cry babies and should get over it and you feel really cool for putting the stupid men in their place,2
896,i think that our favorite activities as a child are often very telling and if someone is feeling a little unsure about their life s direction going back to those childhood favorite past times holds many rich clues,1
897,i took to be his son joined elihu and me at christmastime inside a fine home with lovely mill work darkly lit and with a large stately christmas tree in the living room the feeling was gentle it was one of long lost friends meeting for the first time as adults as people,3
898,i have been praying everyday about it and i just feel more and more convinced that this is what god has called me to so we will see,2
899,i love everything that were learning about and feel really passionate about design,2
900,i feel my brain damaged are getting worst for dis moment,5
901,im not feeling terribly adventurous plus i have family visiting so i cant completely neglect them meaning its going to be business as usual for me,2
902,the funeral of a friend who was killed in a car accident she was of my own age,5
903,i feel fearful of being near them,1
904,i was wondering why i was feeling so ecstatic,2
905,i out of all people really dont have many proplems talking about how i feel that being said i am in love so after all i have bitched about the last months was in vain,5
906,i didn t think the writing really expressed the intensity of emotion one would feel at losing a beloved spouse,3
907,i cant imagine the agony those folks feel waiting for news about their own sentimental things,5
908,i feel that will make you even more caring,3
909,i feel all messy,5
910,i do this i feel lethargic uninspired and the next morning have a go at myself,5
911,i feel just insulted,0
912,i feel we need a little romantic boost in the relationship,3
913,when a very close friend with whom i have a very intimate and bodily relationship he had a girlfriend started to avoid me and didnt want to talk to me any more,0
914,i use an elevated lexicon to feel more intelligent,2
915,i feel wronged by the world,0
916,i feel lethargic and lazy and completely uncomposed if i m not dressed in something like that,5
917,i feel that the director editor missed a teachable moment when tiphany makes her comments about it being nice to feel like everyone else,5
918,i will write anything if i feel passionate about it or at the very least if it genuinely interests me,2
919,i have been working hard to shake these feelings because being popular or a genre novel or non literary fiction does not make a book any less legitimate or any less something to read and enjoy and analyze,2
920,i feel agitated and empty and missing something,0
921,i have realized that by ignoring it i am no better and it is heartbreaking to feel so helpless against it,5
922,i still feel a little dazed and high which is alarming since its been hours or so,4
923,i would feel joyful,2
924,i feel like i was there to feed them food touch love caring and compassion,3
925,i feel so terribly that i have ignored her sweet email up until now,5
926,i am feeling deeply offended big hurt feelings in fact,0
927,i do not feel overwhelmed nor rushed,1
928,i feel the most romantic of all is when i finally finish my blog post,3
929,i kinda did steal joshua s customer i feel amused,2
930,i feel thrilled with your presence in your eyes i feel the belief in peace in sincerity,2
931,i dontknow why but i never feel this way with anyone else i really cant be without linus i love him which i never thought i could ever love anyone after went through few fucked up relationship,0
932,i don t feel successful if that makes sense,2
933,im feeling low and forgotten,5
934,i feel like my life is practically perfect in every way right now and i am every so happy,2
935,i just feel like if i don t suffer to produce something then it s not worthwhile,2
936,i was feeling creative i see you alternate version of me,2
937,i am feeling a bit nostalgic today,3
938,i feel like this shows the change that many countries have taken and that many countries are on the way to making this decision that includes supporting and increasing women in all areas of life,2
939,i feel like i m that dirty trash bin on the streets that nobody really sought,5
940,i make new friends in the process i dont feel too slutty lol,3
941,i feel a bit reluctant to turn to other people,1
942,i wake up and i feel absolutely worthless,5
943,i feel like it looks gorgeous with curls so instead of making the full transition i ended up getting extremely natural red lowlights on the bottom section of my hair,2
944,i feel its gonna start aching again when the rainy season comes again next year,5
945,i am glad to know the reason for my recent lapse of sanity but i still feel like i want to go on a very violent rampage at the slightest inconvenience to me,0
946,i for one sit and stare at a blank computer screen for a while scratch my head a few times drink a couple pots of coffee and then feel triumphant once i write my first sentence and that first sentence usually consists of a poop joke,2
947,i feel highs so ecstatic that just being normal feels like a thousand mile drop and being unhappy is excruciating,2
948,i read in one horrific sitting made me feel ashamed of the world we live in,5
949,i could feel his sweet spirit and i was happy to be helping him,2
950,i really love eating fresh figs because they feel so delicate and look so much prettier than the ugly dried figs,3
951,id feel better,2
952,i watch hgtv and i feel like im not that talented,2
953,i never feel brave and nor do i want to be as i believe that in order to be brave you have to make a conscious choice as to whether you want to be brave or not,2
954,i feel like offended with such question,0
955,i probably love a handful of friends too but i always feel a bit strange when describing this as love,1
956,i feel hated and not wanted but just be an ignored,5
957,i express the gene of this dominant voice it feels rather wonderful as if i were really this writer this poet who was so carefree and crazy,2
958,i wonder are you jealous or feeling of discontent or covetousnes,5
959,i am feeling so low lately just feeling of hopelessness is very disturbing making me tired and sick entire of living this kind of life,5
960,i will put my hand on his scar covered chest and feel that half of a heart beating oh its in there beating and feel the sweet rhythm and remind him that we are not alone,3
961,i guess im just feeling a little rebellious,0
962,i feel very resolved yet somehow very depressed,2
963,i do feel tender,3
964,im feeling a little stressed over it already,5
965,i feel like that s an acceptable favourite to have and yet nowhere can i see a terpene responsible for its flavour,2
966,i am feeling a bit strange never felt that ever but should i really stop writing blogs now,1
967,i a href http feeling groggy,5
968,ive gained wieght but i really would like to lose pounds to just feel like ive finally gotten to an acceptable happy place,2
969,i feel this book explains things well and is easy to use,2
970,i feel resigned to what i have brought myself to and docile,5
971,i still feel so alone i just cant give you anything for you to call your own and i can feel you breathing and its keeping me awake can you feel it beating,5
972,i feel the loving presence of my parents daily even though they have both been physically dead for almost two decades now,3
973,i feel pretty jolly,2
974,i read cases of sons ignoring their old and helpless parents i feel very unhappy and sad,5
975,i feel humiliated by what my body can t do but when my husband makes advances towards me it reminds me that despite all that ra tries to take from my life he still finds me not only sexually attractive but beautiful,5
976,i feel kind of alone and helpless in,5
977,i feel totally ignored and excluded,5
978,im just feeling seriously pissed off at myself for doing something fantabulous but utterly stupid,0
979,i wish i could say hey you know if i died tomorrow i wouldnt feel cheated on life or regretful that i didnt accomplish something,5
980,i could look it up and act like i know what it is and lie to you about it and feel smug in my know it all ness but frankly i m way too lazy for all that,2
981,i go home i feel so empty,5
982,i have something to tell you girls i finally feel brave enough to share the news,2
983,i feel defeated like a lion s prey,5
984,i like him for who he is or i just like the feeling to be liked,3
985,i am excited i hope they will be a it more personal with us and i wont feel like i am being rushed in and out,0
986,i surround myself with bible verses that help me to transcend to a space where i feel safe and secure,2
987,i don t know why it is that i feel awkwardly hesitant to return to melbourne,1
988,i feel a little less gloomy a little more optimistic or a little better prepared to face what life throws my way,5
989,i wont lie im a little worried and nervous and i feel inadequate for the job but ill just do my best thats all my heavenly father wants of me,5
990,i slough off the carapace of crud that has enveloped me for the past thirty odd hours i feel invigorated and finally ready to face the day,2
991,ive been a busy girl but it has been a very good type of busy and im feeling really happy about things right now and i am loving my new start in glasgow,2
992,when my mother kept me in leadingstrings,0
993,i set my mind to wanting a specific item needing it for a specific event or at a specific time i find ill end up spending more than i want to because i feel pressured by constraints,1
994,i had written a prayer in my journal that morning after meditating on the greatness of our lord in psalm and had written in closing may we feel your tender care today,3
995,i should have been depressed but i was actually feeling inspired,2
996,i feel like not enough people my age actually think that most are pretty devastated that their s have come and gone,5
997,i get home i laze around in my pajamas feeling grouchy,0
998,i am feeling pretty homesick this weekend,5
999,i started out feeling really optimistic and driven for this paper coz it was gonna teach me the meaning and ways of being a leader,2
1000,i need to do the best i possibly can do and even when i get out at i feel too listless to study like right now,5
1001,i drove us to the car parts place and terry feels like im safe to drive again so yippee,2
1002,i am thankful for feeling useful,2
1003,i feel like even though i dont buy into societys ideas about what a woman should look like i am still constantly unhappy with myself,5
1004,i have no idea how i feel beyond wanting to be with my beloved,3
1005,i don t want to tell people how my first was with you and how you made me feel i don t want to think that you re the most gorgeous guy i ve ever seen and i love how other people disagree because i don t want them to see how truly wonderful you are to me,2
1006,i still feel like the admission that i don t like this popular show puts me in a category with people who kick puppies or people who or who steal the ratty clothes off the backs of dickensian orphans,2
1007,i feel the character im doing is a little more beaten down and the comedy is a little bit smaller,5
1008,i feel everything around me is fucked everyone around me is falling to pieces,0
1009,i anyone another lovely day today weather am running late with life generally and not done any art today yet feel deprived bit of,5
1010,i feel extremely insulted,0
1011,i blanked a little on a lesson and she seamlessly jumped in to support me without making me feel stupid or inferring it to the kids,5
1012,i feel like i smell this scent all over taiwan quite frequently in cute coffee shop bathrooms,2
1013,i feel like im the one to be blamed for all things,5
1014,i cant help feeling mad at this man,0
1015,i guess it all just depends on my mood whether im feeling sociable or not,2
1016,i think of how much time we spent just doing fun childhood stuff together as a family i feel amazed,4
1017,i continued to feel very submissive and continued to be aroused as well,5
1018,i told im i didnt want him to feel uncomfortable,1
1019,i feel constantly at battle like i need to continuously improve myself but then feel like nothing i do will ever be enough and that makes me feel chronically exhausted,5
1020,i feel like im a shy enormous pink flamingo man,1
1021,i feel like as much as it was an unfortunate situation that i wasnt with my father i was in a great place,5
1022,i just want to show them that i can take care of myself and i feel wronged by staying with them,0
1023,i went ahead and did the shooting afterwards a few of the guys asked me to go out for drinks and i agreed i knew i should have rang you tried to work things out with you but i was angry and feeling stubborn,0
1024,im listening to right now because i feel like i need it and i want to share it with you little ones despite my convinced atheism somehow it never fails to make me feel better,2
1025,ive been comfort eating because im still feeling rubbish and i havent bothered to log most of it so theres no point checking on my food log yeah i know some of you do that,0
1026,i feel so honored to be nominated for this award,2
1027,im feeling quite joyful today,2
1028,when i received the first year results as the first year had involved a lot of work and i was very pleased when i got the results,2
1029,i feel like ive isolated myself from regular relationships,5
1030,i am also not a perfect girl friend and im always a disappointment always feeling so doubtful and always putting you through a hard time with my mood swings and sudden outburst of low emo mood,1
1031,i feel assured the world around me seems brighter,2
1032,i cant hide my feeling when i feel so glad,2
1033,i feel like how i m pissed that i have to spend an entire extra year in school because of stupid biochem,0
1034,i am ready to cry because i feel such a sweet presence of the ruach hakodesh the holy spirit in my room with me right now,2
1035,i feel confused too,1
1036,i attempted to call my mom to talk to her but she answered the phone with suck fake regard for my feelings she had her jolly voice on and i just told her nevermind and she said okay i have a couple guests walking through the door so i have to go and feed them some pie,2
1037,i feel for this little pound lovely is truly a gift,3
1038,i posted on here and i m feeling very neglectful,5
1039,i woke up monday feeling like crap and blamed it on the weather,5
1040,i zoom into those difficulties into feeling like having to give up everything and feeling more then helpless alone in a desert cast out by the ways voices and actions of others that is another story when i zoom into it i also temporarily loose the view of the full picture,5
1041,i didnt feel like anyone really hated me or noone new anyway and i managed to just not think about those who do,5
1042,i have these random moments where i feel suddenly very creative and would love to sit down and hear the tick tick tick of the keyboard keys as my thoughts spilled out onto the screen,2
1043,i feel nostalgic to travel away from my country my family and my friends not because i dont like them,3
1044,i found these emails from scott dale and just reading them frusterated me so much that i feel the need to post them and show the world what a neurotic freak he was is,1
1045,i smoothly hand her a twenty feeling smug that they are both interested,2
1046,i did see some things that i would never have done myself for the movie adaption but feel that if i did not read the book it would not have bothered me,0
1047,ive had to harden my heart to toughen my skin in order to truly protect myelf from feeling utterly devastated,5
1048,i feel like its the perfect time to enlist some extra help,2
1049,i somehow feel more vulnerable without it,1
1050,i don t know how i feel about today because part of me is convinced that i am making this so much more difficult than it actually is or as mehow casually remarks in the april infield insider getting out of the box you are in that was never there in the first place,2
1051,i was feeling a bit casual and put on a plain tank top with loose bottoms i got from zara,2
1052,i think we i can get caught up in the nature of being busy of feeling the need to fill each moment with industry of some sort of occupying blank spaces with effort and chores,5
1053,i am feeling very fearful that things arent going to go the way i want them to with my ex,1
1054,i honestly feel kind of embarrassed and a bit guilty,5
1055,i said i wanted to give you a little sample of the writing i denied you then but i m feeling a little more generous today i suppose because i just have to share one little taste,2
1056,i feel a bit rotten putting a post about teaching into the stones tag list for this blog its not really a grumble or groan subject for me to be honest,5
1057,ive learned in this short journey thus far is i know when my body has had enough of sugar and fast food and junk even though those days are far and few between i start to feel lethargic,5
1058,i felt better on thursday and today friday felt good enough to come into work though i still feel kind of shitty and foggy,5
1059,i just feel disappointed for losing he said,5
1060,i need to get in touch with what i want and how i want to feel did i mention how much i hate people caring for me,3
1061,i feel like a failure of a parent which add that to the emotional rollercoaster of having to have an unplanned c section and well some days i feel like i have just failed from the beginning,5
1062,i feel rather intimidated by my re his impressive background and the clinic in general,1
1063,i secretly well i guess not secretly anymore feel insecure about this but at the same time want them to learn how to come up with common ground by themselves,1
1064,i need to feel assured i need to feel secure,2
1065,i could genuinely feel loving toward someone without them ever knowing it if i dont act like it,3
1066,i feel like the people that disliked it the most,5
1067,i can never seem to get on the good foot and i feel so crappy,5
1068,i want something that gives me a major orgasm that will make me feel so horny ill screw anything that moves,3
1069,i drove home i was aware of feeling not like myself and then she called to ask if i was ok,2
1070,i feel guilty for complaining about my life knowing that there are people out there who have it much worse than i do,5
1071,id feel completely lost without him,5
1072,im feeling discouraged i can look at that and remember i can achieve the goals i set for myself and i can always surprise myself with successes,5
1073,i tried to explain what my lyme and coinfections feel like i guess i could say it is a horrible painful nightmare that just won t end,5
1074,i cherish that feeling of babies asleep on my chest their amazingly sweet breath and the feeling they give me of i am needed,3
1075,i can feel it weighing on me filling my thoughts as i try to do homework or help out at special olympics,2
1076,i love the rainbow look that i have going on and think that it feels really festive i just hope the kids don t feel like it s suppose to be a constant party in our classroom thanks to the tissue paper balls,2
1077,i feel incredibly idiotic but i was also embarrassed because it hadnt been their fault at all and i had yelled at one of the workers on the phone out of frustration about needing to call them a million times sending so many emails and still the problem was not solved,5
1078,i feel so uncomfortable about the word hero,1
1079,i can do to that would truly express the utter gratitude and thankfulness i feel for your sincere gesture and i am very grateful,2
1080,i feel energized and eager to write tomorrow,2
1081,i feel respected so his notions of feeling good or thinking good about someone become my notions of ensuring respect,2
1082,i feel so ecstatic that i survived my comprehensive exams because i was never sure if i would survive not just pass but survive,2
1083,i feel honoured to wear this one,2
1084,i remember feeling very very violent and very disgusted the oscar winner tells access hollywood,0
1085,i woke up on the sofa feeling extremely agitated around pm,1
1086,i honestly don t think it s possible for me to feel romantic love at this point,3
1087,i like build quality and how the button layout changes according to the phone s function i also like that the haptic feedback really feels like the phone has buttons herrman is still convinced there aren t haptics,2
1088,i like listening to hardcore sxe music its the one thing that lets me feel rebellious while not chocolating out or spending till its gone,0
1089,i feel the time at hand my beloved signals his agreement,3
1090,i don t even feel particularly loyal to shell,3
1091,i feel its casual and straight up,2
1092,i feel ashamed that i so readily turn it aside,5
1093,i guess they cant help but at least feel remorseful that she died so horribly and im pretty sure matt wasnt crying because he cared,5
1094,i feel so annoyed,0
1095,i just feel like a smarter more well rounded person because of it,2
1096,i was bopping around the house yesterday singing to myself and possibly out loud just a bit i feel charming oh so charming,2
1097,i am feeling very unsure of my future,1
1098,i came across the exchange point feeling strong,2
1099,i really remember is feeling wonderful in the oatmeal bath,2
1100,i got separated from the man i loved,5
1101,i feel todays schedule was an aching am to pm backed up by a mere hours of sleep one sandwich and tall espresso,5
1102,i could feel the delicate pressure of her fingers searching to feel my arm beneath the course fabric,3
1103,ive clawed time back and i still feel strong,2
1104,i didn t walk the whole distance just sampled four or five stretches but i came home feel charmed by the experience,2
1105,i love feeling brave,2
1106,i wake up in the morning and have my voice and my throat feels ok but by the afternoon its all scratchy again and i sound like marge simpson until the night when its so bad and my throat is so sore i just have to whisper,2
1107,im going to sleep now while i still feel triumphant,2
1108,i have one of the guest rooms in our current house that was supposed to be my craft office closet but i honestly never use it since it is up stairs in a cold or hot room that i feel i can t get messy,5
1109,i also have a niggling feeling that im getting complacent in my abilities,2
1110,i feel at ease after sweet communing teach me it is far too little i know and do,3
1111,i feel combination slightly superior sitting in on virtual event you ll feel as if it s another day office,2
1112,i remember feeling the most terrified i had ever felt in my entire life and that its still affecting me now but ive never thought it accounted to trauma,1
1113,i put up my christmas tree and im feeling fairly festive,2
1114,i feel numb the way a wound does before it really starts to hurt,5
1115,i didnt want others negative energy weighing us down and influencing my feelings and thought process during this special time,2
1116,i feel glad and proud myself i could answer some complicated questions that i can t ever been done before,2
1117,im just feeling very uncertain and,1
1118,i tell people it feels like i am trying to convince people i am innocent but no one believes me,2
1119,i feel very very burdened by so many situations around me right now,5
1120,im not sure i relish the feeling of squelching mud between my toes when its contents are uncertain,1
1121,i do not always find myself feeling thankful but over the years i ve gathered a few tricks that allow me to feel grateful in the face of moments when the last thing i want to do is say thanks,2
1122,im constantly feeling alone,5
1123,im taking advantage of feeling artistic incase it runs away again bell had her baby the other day yay,2
1124,i still feel ashamed that i live in a world of people who dont know how,5
1125,i don t want you to feel pressured into making love,1
1126,i feel like im actually supporting myself by making use of what i know and love,2
1127,i ask her what shed like to do and she just says she doesnt mind so i am always making suggestions and just feel like im having to try every day to keep her entertained,2
1128,i like feeling suspicious and paranoid about everyone around me including my cat spending way too much time on self loathing thoughts sinking into unwarranted and unnecessary depression and then feeling supremely guilty for acting like such a bitch,1
1129,i honestly believe those darker days are the reason i push so hard to be someone of worth in my future i feel it is my duty to make up for all the time i lost,5
1130,i still want to be a lady who likes ladies who does not feel inhibited to kiss another woman in public but i guess i will just have to disregard societal views that pertain to my sexual preferences and how i portray them,5
1131,i done something that i didn t feel inspired or challenged by,2
1132,i feel that everyone has the ability to be artistic in his or her own special way and find that the most attractive art is unleashed fromthe virgin artists,2
1133,i think the energy in our jobs and in our writing should not always be spent on what we think will sell but rather on our pet projects we truly feel invigorated about,2
1134,im even starting to feel more sociable,2
1135,i actually feel quite scared to get back to exercising because i feel like ive lost so much strength and condition and put on so much weight,1
1136,i find it hard to feel jolly when throngs of people around me are so lost in the fervor of getting stuff that they cant see their heart for the green in their wallet encouraged by the constant barrage and pressure from every angle to shop here and buy more,2
1137,i think he feels pretty cute in this,2
1138,i wanted to go and ask him about my batting but was feeling hesitant about approaching such a big player,1
1139,i got a bit caught up in the moment and forgot that at the core of the rude comments and silly songs were the real feelings of a beloved and brilliant comic actor and a very sweet and big hearted young woman,2
1140,ive been feeling a bit overwhelmed with the whole marathon idea lately,1
1141,i know i would feel weird about that and probably act strangely for a few days,4
1142,i feel like an impostor in my work as i smile and talk about behavior contracts positive reinforcement cognitive reframing physical activity and other means for diminishing dissolving or deferring the pain of reality,2
1143,i feel suspicious if there is no one outside like the rapture has happened or something,1
1144,i feel so deeply shocked and saddened,4
1145,i did manage two short runs and a walk but today im back to feeling just shy of awful,1
1146,im told by horsey people that they are a rare find so i feel quite lucky,2
1147,i have not spent that much time with them but i just don t feel that comfortable there,2
1148,i think i brag and it feels strange because i still see myself as a little fattie pre teen unworthy of any male attention,4
1149,i cant help but feel a little humiliated,5
1150,i don t feel depressed for lack of a husband all the time,5
1151,i feel really lucky to be part of what looks like an active and friendly homeschooling group here in dubai,2
1152,i kicked you in the throat and now i feel terrific,2
1153,im feeling much more positive about the impending move,2
1154,i want her to still feel appreciative of things i do for her,2
1155,i am feeling mellow excited about it partly because i know annie will churn all kinds of emotions inside of me esp,2
1156,i want her to be able to trust me with everything i want her to feel like she is the most valuable thing on the face of the earth i want her to feel like there is nothing that i could ever even consider thinking about because of how amazing she is,2
1157,im glad i have a god with whom i can feel safe,2
1158,i doubles victory over brown struff we went back on sunday feeling really optimistic and looking forward to another day filled with more fedtastic tennis,2
1159,i face turn red and feel shy emm no,1
1160,i hoped to get from her this weekend in an attempt to not feel so utterly isolated inside ambleside with the curtains firmly closed on what was the warmest sunniest day of the year so far,5
1161,i felt the sadness and remorse we are supposed to feel when we realize we have wronged someone corinthians,0
1162,i really feel that we are progressing towards a society that is more fearless incrementally throwing away seemingly rigid boundaries like paranoia over security of one s belongings a href http www,2
1163,i feel so unimportant insignificant like im slipping through the gaps between his fingers and he doesnt care,5
1164,i am feeling a tad smug right now,2
1165,i think browsers are more comfortable in my booth if all my attention is not focused on them and they don t feel pressured to make a purchase,1
1166,i did develop unknown feelings for him i think thats the reason why i feel like ive been settling for all the other guys who liked me,3
1167,i wasnt feeling that hot prior to vineman but with a little racin and a lot of self talk im now in a better spot mentally and physically,3
1168,i visit m ller in my country and go to the expensive make up stands the sales assistants are always standing right next to me and looking at me like im going to steal something so i feel really uncomfortable shopping there,1
1169,i was eager to know why i was feeling unhappy and unsatisfied,5
1170,i feel crappy actually,5
1171,i feel so invigorated so focused about what im being led to pursue right now and in the future,2
1172,i feel i am shy and i am afraid of keeping my point of view,1
1173,i feel like i get a lot of questions in my list of search phrases that point people here and sometimes i m awfully disturbed at the things that somehow bring my blog up in a search engine,5
1174,i couldn t help but feel sympathetic for netflix as an army of the misinformed denounced netflix for the recent price hike,3
1175,im not going to lie i feel a little insulted,0
1176,i feel peaceful and unafraid certain that my god has my best interests at heart,2
1177,i feel awful and have had chills on and off day and night,5
1178,i was feeling at the start didnt want to move much at all was really glad to experience this glimpse into the sort of vibrant energy i will gain through out the year,2
1179,i feel virtuous for going to spin class then driving all the way to blackburn in the manual unsupervised and sucessfully handbrake starting,2
1180,i feel like nothing can stop me and sometimes i feel like so defeated,5
1181,i email authors about interviews i feel a little intimidated,1
1182,i believe people who use fulsome manners only for social reasons they aren t on the top of the scale of human evolution and i feel hurt by their fake behavior,5
1183,im not necessarily sure what but something in the education system must change or students can feel anxiety and pressure with needing to be flawless with their vast knowledge of the world,2
1184,i dont think my desire level is too much to bear but i feel unwelcome,5
1185,i am feeling a lil bit gloomy,5
1186,i find that i never stop feeling excited for our company s future,2
1187,i am grateful for every single thing i have maybe then ill start feeling dismayed when i don t have more,5
1188,i feel so stupid to think they will trust me,5
1189,i feel awful everytime ac,5
1190,i like the feeling of making some difference this time i was really reluctant to change at first however get used to it after a while,1
1191,i feel like life was so flawless for so very long and now i am stressed out and wanting to cry half the time,2
1192,i feel shafted or greedy,0
1193,i stop feeling so depressed and,5
1194,i feel so emotional reaching three finals in four years,5
1195,i wasnt feeling well yesterday and today has been randomly busy,2
1196,i the ultimate place to restore the peace to feel divine to kneel for worship and to attain hapiness,2
1197,im feeling really positive desp,2
1198,i feel when i read your words and realize one more time just how very good of a writer you are the feeling of shared sympathies,2
1199,i feel pity for gatsby because the longing he feels for the past is so evident,3
1200,i met you i used to want to lock myself into a vault just to feel precious,2
1201,i really hate that feeling when youre unsure about something,1
1202,i feel like those rich people all fall into the category of don t belong when i see them on the bus,2
1203,i write which is what i consider my real profession even though by teaching poetry to troubled and poor kids i feel i m doing something useful,2
1204,i feel honored to be witness to another s process,2
1205,i had a horrible tragedy something that i was terribly ashamed of or something that was causing me great pain or that was making me feel vulnerable i have more than just one or two very trusted people who i know i could call for help,1
1206,i feel stupid and incapable and i dont know what i want to do and work is stupid and only for the next two weeks and i m questioning everything,5
1207,i am writing this at a time when i have also had an upset with the only real parent i have had almost constantly in my life and when theres no brothers and sisters around either i am an only child it feels kinda lonely,5
1208,i feel like this concert was much more successful than the previous one,2
1209,i was just feeling needy,5
1210,i also feel so awful feeling this way,5
1211,i always intended on achieving just so i could be with everyone else and feel like i was an intelligent productive and successful person,2
1212,i feel like i have been beaten hard with a baseball bat under my arm which the doctor said was a very apt description,5
1213,i feel overwhelmingly remorseful and guilty when i watch too much news or too many sad movies or television dramas,5
1214,i feel completely drained physically and mentally worn out,5
1215,i feel wonderful im tipping over backwards im so ambitious im looking back im running a race and youre the books i read so feel my fingers as they touch you arms im spinning around and i feel alright the book i read was in your eyes,2
1216,im feeling so broke right now but i loved every minute of it,5
1217,i want to say that i feel vulnerable writing and sharing this info,1
1218,i was using it to vent out ugly feelings and be vicious and nasty rather then deal with them like an adult,0
1219,i always thought that if i contracted something from one of those people and passed it on to him that i d feel awful but after i got the sti test i thought i was basically in the clear,5
1220,i didnt feel that there were enough strong smart and funny female main characters in fiction and since thats what i imagine myself to be i started writing,2
1221,i would just go to the straight point rather than doing a defination of such as what is romance feeling or anger feeling or suspicious feelings,1
1222,i wasnt feeling casual much,2
1223,i feel slightly emotional watching it,5
1224,i feel like i ve regained another vital part of my life which is living,2
1225,i went up to the teacher and said im gonna step outside for a second im really not feeling too well,2
1226,i pray that each of you who is hurting or feeling afraid tonight finds peace and soon,1
1227,i could feel myself getting that shaky feeling,1
1228,i feel more crucified heartbroken tortured and forsaken than i have ever before felt but not at the hands of my enemy at the hands of those i love,5
1229,i feel like he was more important to me than i thought he was,2
1230,i believe its possible to be joyful and full of thanks while feeling overwhelmed and exhausted by life,4
1231,i want people to feel brave and i want society to accept us as disabled people amongst us who deserve dignity and respect not to be shunned and laughed at,2
1232,im feeling awfully spiteful right now,0
1233,i feel more of a sense of longing than of loss,3
1234,i guess you cant see how wed feel a bit unwelcome,5
1235,i stay up and feel foolish,5
1236,i think people born in the s and s hold the key to opening many doors for us we just need to make them feel treasured enough to share it,3
1237,i would like to reduce the amount of jealousy i feel god commands us not to be jealous and i feel that every jew religious or not should obey that prohibition,0
1238,i feel so highly intimidated that i get flustered and cant form my words not even in english with her,1
1239,i feel reluctant talking about myself and my current situation to you as i don t know how you ll feel but i guess its important you know all about me and the situation i am in so that we ll know if we can go further,1
1240,i learned in the foundry of my own childhood that humor made a perfect shield for keeping people at bay for helping me conceal my true feelings for lending the appearance of truth to all the lies i would tell about how happy i was and for providing me with the wherewithal to get through each day,2
1241,id never do but i woke feeling stressed,5
1242,i feel i need to put my beloved uggs to one side and get back on the ballet pump bandwagon,3
1243,i feel terrible about the lady driver though,5
1244,i had a pretty trying adolescence and any time im put into a situation where im made to feel inadequate it makes me revert right back into the shy awkward teenager with low self esteem that i was in high school,5
1245,i am being told i should feel satisfied because i am in good standing with the powers that be,2
1246,i actually just feel really eager,2
1247,im sitting here in the belmont library listening to hold on tight by electric light orchestra feeling a bit of discontent,5
1248,i feel really bless to have a very supportive family who appreciate everything that i do,3
1249,i feel so welcomed,2
1250,i shut the door but i didn t feel triumphant,2
1251,i was feeling pretty wiped out mentally amp physically i was determined to get some oxygen to my brain,2
1252,i said in some recent interviews we will have two guests on the next alcest album and today i feel glad to reveal the first one,2
1253,my roommate was rude to me,0
1254,i feel so weird not saying goodnight to mike,4
1255,i feel lighter and more compassionate after i have these little talks with myself,3
1256,i was impressed with how dunham portrayed hannahs whole experience from trying to deny that its happening to feeling offended when you feel like someone is trying to minimise the distress its causing you,0
1257,i watched his face contort in sadness i began to feel regretful of my actions,5
1258,i have been stumbling into quote after quote urging me because i really do feel they are meant for me to do away with my hated day job and dedicate my efforts to what matters most,5
1259,i prayed to trust god with my desire to feel a divine sense of home,2
1260,i found is that feeling worthless is a waste of time,5
1261,i feel totally carefree with them around,2
1262,i will not go into details from that long night but i woke up for our am bus feeling like i could barely stand and not trusting the pit in my stomach,2
1263,i feel so incredibly graceful and sexy in this pose i have to say,2
1264,i feel unimportant but even if i am in some way its still not my place to be making any decisions or voicing my opinions and its certainly not my place to be sharing my feelings,5
1265,i am learning to step back and call it out to not be too proud to admit that yes i am feeling annoyed and yes i should tell you why,0
1266,i want to avoid feeling disliked,5
1267,i feel pretty lame typing that but my upper body is so weak,5
1268,i feel very needy,5
1269,i feel and i think that should be respected,2
1270,i was feeling a little like a cold was coming on,0
1271,i just wanna say that the last three months i feel so happy about my blog,2
1272,i left feeling defeated like nothing had been accomplished the day a complete waste of time amp energy,5
1273,i had ritz crackers in my desk drawer because theyre something ill eat even when i feel crappy and or dont feel like eating,5
